"","G_1","G_2","G_3","G_4","G_5","G_6","G_7","G_8","G_9","G_10","G_11","G_12","G_13","G_14","G_15","G_16","G_17","G_18","G_19","G_20","G_21","G_22","G_23","G_24","G_25","G_26","G_27","G_28","G_29","G_30","G_31","G_32","G_33","G_34","G_35","G_36","G_37","G_38","G_39","G_40","G_41","G_42","G_43","G_44","G_45","G_46","G_47","G_48","G_49","G_50","G_51","G_52","G_53","G_54","G_56","G_57","G_58","G_59","G_60","G_61","G_62","G_63","G_64","G_65","G_66","G_67","G_68","G_69","G_70","G_71","G_72","G_73","G_74","G_75","G_76","G_77","G_78","G_79","G_80","G_81","G_82","G_83","G_84","G_85","G_86","G_87","G_88","G_89","G_90","G_91","G_92","G_93","G_94","G_95","G_96","G_97","G_98"
"G_42",0.152125,0.098,0.48725,0.170125,0.020375,0.034,0.010875,0.213375,0.275375,0.04775,0.250125,0.011875,0.580625,0.31925,0.00025,0.250375,0.094375,0.04325,0.007375,0.9055,0.453125,0.0115,0.000375,0.02075,0.5115,0.2525,0.213,0.532625,0.279625,0.142375,0.46975,0.84175,0.49475,0.659875,0.099,0.489375,0.002625,0.79975,0.223,0.519125,0.371125,0,0.62375,0.73175,0.596,0.6195,0.399,0.032625,0.239875,0.850375,0.1695,0.175625,0.86775,0.1235,0.035875,0.0305,0.130125,0.000875,0.339,0.049375,0.013125,0.227375,0.123625,0.065375,0.010375,0.035,0.206875,0.011375,0.119625,0.00925,0.046375,0.3675,0.109,0.031875,0.0605,0.31225,0.0155,0.0125,0.133,0.043625,0.060625,0.004875,0.031375,0.068,0.0105,0.0045,0.027125,0.248625,0.035625,0.119875,0.328,0.82775,0.210875,0.008375,0.006625,0.008125,0.049375
"G_43",0.064125,0.039,0.329,0.055625,0.001875,0.0065,0.001125,0.070625,0.138375,0.011875,0.1645,0.001,0.458125,0.188125,0,0.090375,0.034875,0.007625,0.001,0.88025,0.312125,0.0025,0,0.003625,0.335125,0.105375,0.078125,0.366625,0.104125,0.055375,0.32175,0.786125,0.377375,0.566125,0.030125,0.38,0.000125,0.7325,0.101,0.382875,0.194625,0.37625,0,0.641375,0.479125,0.494625,0.2075,0.006875,0.1235,0.800125,0.057875,0.05925,0.822625,0.04625,0.007,0.002375,0.054,0.000125,0.228375,0.014375,0.001125,0.107,0.0465,0.012375,0.00225,0.006,0.070375,0.000875,0.03425,0.001625,0.01225,0.223,0.045375,0.0035,0.0185,0.201625,0.00425,0.003125,0.05675,0.014375,0.014875,0.00075,0.009,0.018,0.00175,0.000875,0.0075,0.145375,0.0095,0.04925,0.21975,0.768,0.10075,0.00075,0.000625,5e-04,0.007125
"G_44",0.03875,0.024625,0.192375,0.032125,0.000875,0.0055,0.00025,0.047625,0.075875,0.008625,0.11525,0.000875,0.297875,0.11725,0,0.0565,0.024875,0.005625,5e-04,0.836375,0.196375,0.001625,0.000125,0.002875,0.2035,0.0765,0.051375,0.2375,0.055125,0.03775,0.234125,0.685375,0.26975,0.446,0.013875,0.2905,0.000375,0.642375,0.055375,0.274625,0.128375,0.26825,0.358625,0,0.343375,0.339625,0.11025,0.005125,0.082875,0.755,0.031375,0.039625,0.77625,0.0345,0.005375,0.001875,0.03125,0.000125,0.163375,0.00975,0.0015,0.072625,0.030125,0.00525,0.000875,0.004,0.051125,0.00025,0.0225,0.001,0.00725,0.141125,0.03075,0.00175,0.0115,0.14425,0.002,0.001625,0.035125,0.009625,0.008625,0.000375,0.005875,0.0105,0.000625,0.00025,0.005125,0.099625,0.007375,0.028,0.1495,0.716375,0.0645,0.000625,0.001,0.001,0.00425
"G_45",0.091625,0.05675,0.358,0.086875,0.007375,0.016625,0.0035,0.1195,0.16925,0.022875,0.187,0.003875,0.468625,0.218625,0.00025,0.1375,0.054625,0.01825,0.002875,0.88925,0.33975,0.006625,5e-04,0.009625,0.37625,0.151125,0.1245,0.401875,0.16025,0.0835,0.361625,0.80475,0.400125,0.58425,0.048875,0.40175,0.000875,0.75525,0.129375,0.41625,0.243,0.404,0.520875,0.656625,0,0.50575,0.253375,0.016875,0.14825,0.817625,0.091125,0.102125,0.834375,0.0725,0.020625,0.00925,0.078375,0.000625,0.2585,0.026125,0.004875,0.135625,0.0725,0.029625,0.003625,0.014875,0.12,0.003375,0.062375,0.00325,0.0225,0.26025,0.06725,0.0145,0.031625,0.230125,0.008625,0.008,0.07525,0.025375,0.03075,0.00175,0.013,0.032,0.00425,0.002,0.015,0.175625,0.017625,0.067625,0.243375,0.7875,0.134125,0.002875,0.003875,0.003125,0.0205
"G_46",0.070375,0.04,0.331,0.06075,0.003,0.009625,0.001,0.07725,0.13375,0.016625,0.165625,0.000875,0.46025,0.186,0,0.10175,0.034375,0.008625,0.001375,0.898125,0.310125,0.002625,0.000125,0.004625,0.33275,0.123,0.08475,0.364,0.108125,0.059125,0.331125,0.826,0.379875,0.58275,0.0315,0.39175,0.00025,0.76175,0.100625,0.38825,0.20225,0.3805,0.505375,0.660375,0.49425,0,0.204125,0.00925,0.1275,0.817375,0.0625,0.063625,0.842375,0.053875,0.008625,0.004,0.055125,0.00025,0.23025,0.017375,0.001125,0.1105,0.04725,0.016375,0.002,0.00775,0.081,0.000875,0.03275,0.003125,0.015125,0.229125,0.049625,0.005375,0.0215,0.206625,0.0035,0.0035,0.0555,0.016375,0.019625,0.000625,0.01025,0.019125,0.002625,0.000625,0.0085,0.149875,0.01225,0.05025,0.22275,0.791625,0.112125,0.001375,0.001625,0.001625,0.007875
"G_47",0.13825,0.085625,0.628,0.14875,0.00575,0.021125,0.002375,0.18525,0.301625,0.03025,0.276375,0.002875,0.7545,0.365,0,0.245875,0.08075,0.01925,0.00275,0.973875,0.544875,0.005375,0.00025,0.008875,0.679375,0.26,0.198875,0.708625,0.28925,0.12725,0.572125,0.952875,0.58325,0.7795,0.071625,0.5645,5e-04,0.90025,0.2285,0.637875,0.435625,0.601,0.7925,0.88975,0.746625,0.795875,0,0.023625,0.25575,0.9065,0.136625,0.1545,0.925875,0.112875,0.02475,0.009125,0.1175,0.000375,0.385125,0.034875,0.002625,0.23075,0.112375,0.041375,0.004375,0.01975,0.18725,0.002625,0.09125,0.0045,0.02925,0.43425,0.10375,0.01325,0.046875,0.35175,0.010875,0.007,0.11325,0.037125,0.041625,0.001625,0.01875,0.043125,0.0045,0.000625,0.018625,0.274625,0.02625,0.106875,0.369625,0.897875,0.21275,0.002625,0.003125,0.003375,0.024
"G_48",0.8065,0.71175,0.982375,0.90125,0.395625,0.402125,0.313875,0.941625,0.934,0.526625,0.79925,0.3425,0.986,0.924375,0.038,0.94075,0.704375,0.653875,0.1435,0.999125,0.9615,0.193625,0.036625,0.28525,0.988375,0.927375,0.925,0.990875,0.960375,0.808125,0.976875,0.9975,0.950875,0.98275,0.792,0.943,0.072125,0.993375,0.897875,0.981125,0.977375,0.967375,0.993125,0.994875,0.983125,0.99075,0.976375,0,0.890625,0.991625,0.896875,0.912875,0.994,0.789375,0.60625,0.496625,0.779625,0.04175,0.908875,0.502125,0.407625,0.882,0.814875,0.7,0.26675,0.486,0.936375,0.451125,0.869625,0.19,0.581375,0.95325,0.677375,0.627625,0.618,0.8935,0.28575,0.229,0.768125,0.546375,0.6555,0.1045,0.3955,0.66475,0.292375,0.095,0.353125,0.85875,0.435125,0.71575,0.895375,0.987875,0.8365,0.1465,0.15275,0.1275,0.7315
"G_49",0.354125,0.247125,0.8005,0.423875,0.080875,0.0985,0.042875,0.513875,0.576,0.140625,0.443375,0.04825,0.863125,0.60175,0.003125,0.555875,0.23325,0.138625,0.030625,0.977875,0.741,0.040125,0.00575,0.066875,0.829375,0.52125,0.499375,0.83875,0.612375,0.334875,0.7635,0.963625,0.7495,0.87,0.292875,0.719625,0.01275,0.935,0.485,0.788125,0.697375,0.760125,0.8765,0.917125,0.85175,0.8725,0.74425,0.109375,0,0.944,0.42825,0.42875,0.951625,0.29325,0.127375,0.10325,0.317375,0.007,0.584125,0.144625,0.062,0.47425,0.317125,0.203875,0.052375,0.1085,0.483375,0.057875,0.33025,0.039875,0.1325,0.663625,0.2605,0.117,0.179,0.555625,0.059375,0.047625,0.296875,0.143375,0.18125,0.018,0.092,0.190125,0.047125,0.016625,0.07975,0.4725,0.109875,0.276625,0.56825,0.934375,0.425875,0.02675,0.0275,0.026,0.17275
"G_50",0.035875,0.02725,0.121875,0.043625,0.00375,0.0095,0.00225,0.050625,0.0615,0.0125,0.071625,0.0025,0.150125,0.082875,0,0.0575,0.02925,0.0085,0.002125,0.490125,0.111375,0.002875,0.000375,0.00525,0.135375,0.066625,0.05025,0.148875,0.060125,0.0355,0.146375,0.332625,0.144375,0.20825,0.018125,0.149125,0.000625,0.334875,0.0515,0.17075,0.100625,0.149625,0.199875,0.245,0.182375,0.182625,0.0935,0.008375,0.056,0,0.035125,0.044375,0.493,0.03725,0.00775,0.00675,0.034375,0.000375,0.101375,0.01325,0.003125,0.05775,0.030625,0.016,0.002625,0.0075,0.051125,0.002375,0.0295,0.002875,0.01175,0.09525,0.025,0.005625,0.0165,0.0955,0.0045,0.003,0.0325,0.01075,0.012625,0.00075,0.008375,0.014,0.002375,0.000625,0.006,0.05975,0.009,0.025875,0.095625,0.448,0.0505,0.003,0.002375,0.001375,0.011875
"G_51",0.39275,0.264,0.883875,0.487875,0.061625,0.08325,0.031625,0.60875,0.65975,0.13525,0.493,0.03475,0.92325,0.6735,0.001125,0.6565,0.248375,0.135625,0.02025,0.9935,0.814375,0.03075,0.003125,0.054625,0.9145,0.611,0.57925,0.925125,0.72575,0.379125,0.847375,0.988125,0.807375,0.919375,0.31975,0.78,0.00775,0.96625,0.56325,0.87575,0.810875,0.8305,0.942125,0.968625,0.908875,0.9375,0.863375,0.103125,0.57175,0.964875,0,0.4925,0.977125,0.30725,0.11725,0.087875,0.346125,0.00325,0.645125,0.14,0.03825,0.5485,0.3635,0.195375,0.037375,0.097375,0.573875,0.04125,0.36925,0.032,0.134625,0.751125,0.277375,0.107625,0.173375,0.609125,0.04575,0.0395,0.325375,0.135125,0.183625,0.011375,0.07875,0.1955,0.038625,0.010125,0.07375,0.529875,0.10375,0.306875,0.63,0.959,0.476625,0.016375,0.017875,0.01875,0.16175
"G_52",0.39075,0.251,0.87175,0.495375,0.048125,0.07075,0.02725,0.6105,0.6565,0.114875,0.483,0.02725,0.907,0.67375,0.00025,0.66425,0.234875,0.114,0.014625,0.989125,0.79975,0.024625,0.002,0.0405,0.9095,0.616375,0.59725,0.92475,0.737875,0.377875,0.8495,0.983,0.79675,0.900125,0.32875,0.77125,0.005125,0.956125,0.564,0.870375,0.81275,0.824375,0.94075,0.960375,0.897875,0.936375,0.8455,0.087125,0.57125,0.955625,0.5075,0,0.96475,0.281,0.097875,0.070125,0.3425,0.00225,0.64475,0.127875,0.025625,0.549625,0.35625,0.167375,0.029375,0.08175,0.575125,0.02975,0.34975,0.02475,0.120875,0.739625,0.269375,0.090375,0.168,0.613875,0.044375,0.029375,0.323375,0.127875,0.177875,0.008875,0.07275,0.183625,0.02775,0.008,0.06675,0.522375,0.09525,0.296875,0.62525,0.95075,0.481375,0.014125,0.016875,0.01425,0.14575
"G_53",0.02975,0.024375,0.101875,0.0325,0.0035,0.00525,0.001375,0.03725,0.045,0.010625,0.064,0.002125,0.124625,0.06825,0,0.037625,0.022875,0.007125,0.000625,0.48325,0.094375,0.0025,0.000125,0.00375,0.1165,0.057,0.041875,0.132375,0.048375,0.025,0.13625,0.306,0.12275,0.186875,0.0135,0.1345,0.000375,0.316,0.0405,0.161375,0.087125,0.13225,0.177375,0.22375,0.165625,0.157625,0.074125,0.006,0.048375,0.507,0.022875,0.03525,0,0.02825,0.005375,0.00425,0.026875,0.000125,0.087875,0.005875,0.001375,0.048875,0.023375,0.011625,0.001625,0.004875,0.04125,0.001625,0.02025,0.00175,0.008625,0.081,0.02025,0.004125,0.011875,0.087,0.00325,0.002,0.02475,0.00875,0.008625,0.00075,0.003125,0.01075,0.00225,0.000625,0.004125,0.056875,0.007,0.02025,0.084,0.44725,0.036875,0.00075,0.0015,0.001125,0.00475
"G_54",0.583125,0.448625,0.90575,0.695625,0.107375,0.15475,0.06725,0.785875,0.775375,0.249,0.616875,0.0815,0.929625,0.77125,0.00175,0.789625,0.433,0.335375,0.033375,0.991875,0.85675,0.04825,0.0035,0.073,0.929375,0.775,0.75675,0.93775,0.825625,0.5895,0.90525,0.982875,0.84025,0.915875,0.546375,0.835375,0.01425,0.96375,0.716625,0.916,0.8765,0.8765,0.95375,0.9655,0.9275,0.946125,0.887125,0.210625,0.70675,0.96275,0.69275,0.719,0.97175,0,0.266125,0.169125,0.55025,0.005375,0.7595,0.241375,0.118875,0.70725,0.58175,0.35875,0.073125,0.192375,0.7805,0.1285,0.6215,0.04375,0.29625,0.834125,0.433625,0.29625,0.338125,0.73825,0.103375,0.063875,0.52625,0.275,0.37325,0.023625,0.1645,0.378,0.080125,0.015375,0.150625,0.67375,0.202,0.47125,0.743875,0.955125,0.650875,0.033,0.0335,0.02925,0.411
"G_56",0.768875,0.653125,0.986,0.878125,0.25925,0.301625,0.1785,0.943125,0.92,0.42625,0.76825,0.210375,0.988,0.913,0.01275,0.940875,0.64025,0.569875,0.09225,0.999,0.954125,0.11775,0.01625,0.187,0.98975,0.923375,0.91975,0.992,0.961125,0.78375,0.97725,0.998375,0.94625,0.983625,0.74775,0.932375,0.044125,0.993125,0.8875,0.982,0.975875,0.964125,0.993,0.994625,0.979375,0.991375,0.97525,0.39375,0.872625,0.99225,0.88275,0.902125,0.994625,0.733875,0,0.364,0.730875,0.02225,0.89,0.40775,0.264875,0.864875,0.771,0.614625,0.169875,0.3645,0.935125,0.287125,0.851625,0.12525,0.49325,0.93925,0.61575,0.53575,0.534625,0.87525,0.204875,0.1555,0.71625,0.457875,0.575,0.0645,0.30175,0.5935,0.188,0.056,0.26975,0.82925,0.341375,0.651,0.88025,0.988875,0.815,0.0915,0.088125,0.0845,0.67175
"G_57",0.8175,0.732,0.990375,0.91625,0.365125,0.38825,0.271,0.96375,0.94425,0.532125,0.807375,0.310625,0.9945,0.9245,0.0135,0.954,0.721625,0.693375,0.10075,0.999125,0.9675,0.139375,0.01725,0.233625,0.996,0.940375,0.94275,0.996125,0.976125,0.820625,0.98275,0.999375,0.955875,0.986375,0.804375,0.947625,0.04725,0.99675,0.91025,0.987875,0.98375,0.9695,0.997625,0.998125,0.99075,0.996,0.990875,0.503375,0.89675,0.99325,0.912125,0.929875,0.99575,0.830875,0.636,0,0.794125,0.0245,0.92275,0.49575,0.395,0.89225,0.82075,0.76375,0.21325,0.47775,0.959,0.441375,0.89775,0.146,0.5885,0.9605,0.694125,0.65775,0.622,0.9085,0.25975,0.190875,0.785875,0.546,0.667,0.071625,0.379625,0.675625,0.256625,0.056125,0.339,0.87075,0.424625,0.725875,0.91125,0.992125,0.851875,0.10425,0.1105,0.095,0.77725
"G_58",0.548625,0.4095,0.908,0.647625,0.157125,0.1745,0.10675,0.736,0.75825,0.255875,0.5945,0.118375,0.93225,0.764625,0.0115,0.761375,0.396375,0.301625,0.057,0.989875,0.86075,0.085375,0.01225,0.1245,0.922375,0.7245,0.7145,0.931375,0.802625,0.54275,0.881375,0.985,0.85325,0.930125,0.49675,0.83675,0.030125,0.96975,0.689625,0.901125,0.855,0.869875,0.946,0.96875,0.921625,0.944875,0.8825,0.220375,0.682625,0.965625,0.653875,0.6575,0.973125,0.44975,0.269125,0.205875,0,0.015,0.74,0.245125,0.142125,0.672125,0.521375,0.34775,0.10175,0.208625,0.715875,0.147625,0.5535,0.079625,0.2755,0.823,0.40675,0.277625,0.31425,0.710125,0.1125,0.087125,0.475,0.256875,0.340625,0.041875,0.1715,0.344875,0.10325,0.03125,0.1595,0.644125,0.204625,0.43675,0.7195,0.961625,0.619,0.05275,0.056375,0.049875,0.36175
"G_59",0.988125,0.982625,0.99975,0.9975,0.97075,0.947375,0.93375,0.998625,0.997875,0.9655,0.985125,0.94175,0.999625,0.99575,0.69825,0.99875,0.979875,0.978625,0.818125,1,0.9985,0.891375,0.462875,0.928875,1,0.99625,0.997375,0.999875,0.99925,0.984375,0.998875,0.999875,0.99775,0.9995,0.986875,0.99575,0.671375,0.99975,0.996875,0.9995,0.99925,0.999125,0.999875,0.999875,0.999375,0.99975,0.999625,0.95825,0.993,0.999625,0.99675,0.99775,0.999875,0.994625,0.97775,0.9755,0.985,0,0.9955,0.95525,0.962,0.993875,0.9895,0.993375,0.923,0.970125,0.9985,0.967,0.99625,0.8625,0.96175,0.9985,0.97625,0.977625,0.9705,0.995125,0.88575,0.882875,0.982625,0.960875,0.976,0.70525,0.92375,0.97825,0.911375,0.713375,0.9085,0.991625,0.93025,0.97825,0.994125,0.999375,0.990625,0.8175,0.82,0.748,0.991
"G_60",0.294125,0.207625,0.680375,0.347875,0.057875,0.078125,0.034375,0.420625,0.468,0.106125,0.380875,0.042625,0.74825,0.50175,0.004,0.4585,0.20125,0.124375,0.019375,0.9495,0.621875,0.0305,0.0045,0.047375,0.6995,0.4365,0.41325,0.72125,0.4995,0.28875,0.651,0.905875,0.6435,0.77575,0.2385,0.631875,0.008875,0.874125,0.39725,0.68975,0.586875,0.661,0.771625,0.836625,0.7415,0.76975,0.614875,0.091125,0.415875,0.898625,0.354875,0.35525,0.912125,0.2405,0.11,0.07725,0.26,0.0045,0,0.1165,0.0445,0.399625,0.27275,0.156375,0.037,0.086625,0.3985,0.047625,0.273375,0.029,0.121625,0.553,0.21275,0.100125,0.14425,0.472375,0.043,0.03525,0.254875,0.1155,0.145875,0.012625,0.07275,0.15425,0.0365,0.012,0.067875,0.40125,0.088,0.229125,0.481875,0.8815,0.361875,0.01825,0.01925,0.01875,0.14675
"G_61",0.779125,0.689875,0.97125,0.8645,0.41625,0.413375,0.342125,0.911875,0.907375,0.520375,0.7805,0.369625,0.98,0.901,0.051,0.918375,0.674625,0.62125,0.161375,0.99675,0.94475,0.223375,0.03925,0.319625,0.97875,0.901,0.890125,0.9835,0.9355,0.775125,0.962375,0.996875,0.93625,0.9745,0.759875,0.92325,0.08525,0.990125,0.87175,0.96825,0.96025,0.950625,0.985625,0.99025,0.973875,0.982625,0.965125,0.497875,0.855375,0.98675,0.86,0.872125,0.994125,0.758625,0.59225,0.50425,0.754875,0.04475,0.8835,0,0.426875,0.855875,0.77025,0.67475,0.28475,0.48625,0.905875,0.451,0.825375,0.213,0.56175,0.930625,0.66225,0.5985,0.599375,0.875875,0.2995,0.25625,0.7335,0.536625,0.6315,0.118125,0.405625,0.640875,0.311875,0.1025,0.371875,0.83225,0.434875,0.695375,0.877,0.986,0.821125,0.169875,0.170625,0.141,0.6955
"G_62",0.880375,0.813375,0.996875,0.962,0.477625,0.464125,0.36875,0.987375,0.971875,0.62025,0.8605,0.414625,0.998375,0.95875,0.03,0.982625,0.793125,0.77975,0.156375,0.999875,0.987,0.21475,0.0335,0.323625,0.998625,0.9705,0.972,0.999125,0.9915,0.878,0.994375,1,0.97775,0.99525,0.877375,0.975625,0.080125,0.998625,0.952375,0.995125,0.995375,0.986875,0.998875,0.9985,0.995125,0.998875,0.997375,0.592375,0.938,0.996875,0.96175,0.974375,0.998625,0.881125,0.735125,0.605,0.857875,0.038,0.9555,0.573125,0,0.939625,0.88175,0.833125,0.30325,0.575,0.982,0.556625,0.946625,0.216625,0.675375,0.985,0.7585,0.755,0.71,0.947875,0.32625,0.265625,0.84925,0.628625,0.751125,0.113875,0.457,0.767625,0.343125,0.09375,0.413875,0.914875,0.502375,0.79525,0.941875,0.9965,0.909375,0.160125,0.16725,0.137625,0.8705
"G_63",0.377,0.260875,0.8145,0.44475,0.08825,0.10225,0.052,0.530125,0.59725,0.141875,0.461625,0.053875,0.866375,0.62,0.00375,0.5815,0.24575,0.14725,0.030125,0.977875,0.758,0.046625,0.004875,0.067125,0.844,0.545625,0.523,0.857,0.64,0.363625,0.782125,0.96275,0.758375,0.867125,0.309,0.736375,0.014,0.93075,0.516375,0.801,0.728625,0.772625,0.893,0.927375,0.864375,0.8895,0.76925,0.118,0.52575,0.94225,0.4515,0.450375,0.951125,0.29275,0.135125,0.10775,0.327875,0.006125,0.600375,0.144125,0.060375,0,0.339375,0.206375,0.052375,0.1135,0.501,0.06225,0.340375,0.04175,0.14475,0.682,0.27425,0.1335,0.18375,0.570375,0.057375,0.045125,0.318375,0.151375,0.192875,0.019625,0.0935,0.20225,0.04825,0.015625,0.087,0.495125,0.11775,0.284875,0.587375,0.9355,0.444375,0.029625,0.03075,0.0265,0.1865
"G_64",0.52175,0.384125,0.91025,0.635625,0.134875,0.164,0.078375,0.73125,0.751,0.22925,0.5805,0.0915,0.939375,0.766125,0.0075,0.76,0.3685,0.2615,0.04825,0.99225,0.857625,0.072375,0.010125,0.1065,0.934125,0.7165,0.71275,0.940375,0.806875,0.513125,0.89,0.9875,0.8565,0.934375,0.4705,0.829125,0.023,0.967875,0.6775,0.90275,0.85975,0.876375,0.9535,0.969875,0.9275,0.95275,0.887625,0.185125,0.682875,0.969375,0.6365,0.64375,0.976625,0.41825,0.229,0.17925,0.478625,0.0105,0.72725,0.22975,0.11825,0.660625,0,0.31925,0.09125,0.1795,0.707375,0.11875,0.53175,0.0705,0.241625,0.812375,0.383625,0.229875,0.293375,0.70475,0.102125,0.081625,0.45475,0.2415,0.305625,0.034875,0.15175,0.317375,0.08825,0.03025,0.133375,0.637375,0.18325,0.417125,0.71775,0.965,0.594375,0.051375,0.04925,0.04125,0.319
"G_65",0.68975,0.557375,0.968625,0.812,0.1555,0.212875,0.097625,0.88775,0.863,0.334625,0.69825,0.1215,0.97675,0.855125,0.003125,0.885375,0.5455,0.455125,0.039625,0.9985,0.922625,0.060875,0.005875,0.1085,0.98,0.86925,0.85875,0.984875,0.91775,0.69775,0.95575,0.9975,0.90475,0.96425,0.646625,0.899875,0.015375,0.987375,0.818125,0.966625,0.95,0.934625,0.987625,0.99475,0.970375,0.983625,0.958625,0.3,0.796125,0.984,0.804625,0.832625,0.988375,0.64125,0.385375,0.23625,0.65225,0.006625,0.843625,0.32525,0.166875,0.793625,0.68075,0,0.08975,0.260125,0.881375,0.178125,0.762375,0.064,0.387625,0.905375,0.525,0.4085,0.445125,0.823625,0.133375,0.090125,0.631625,0.36225,0.466125,0.031375,0.2255,0.48825,0.11875,0.020375,0.196625,0.766,0.26975,0.56725,0.823375,0.979625,0.744625,0.041625,0.049375,0.042625,0.55225
"G_66",0.909125,0.875625,0.9945,0.965,0.70025,0.64775,0.60675,0.9845,0.97575,0.762375,0.896625,0.632875,0.997875,0.96525,0.089625,0.983625,0.86625,0.845375,0.269125,0.9995,0.986,0.381375,0.06625,0.533,0.997,0.973625,0.973625,0.99875,0.9905,0.908375,0.99225,0.99975,0.980125,0.993375,0.901875,0.97425,0.14275,0.99825,0.96175,0.99625,0.994,0.989625,0.99775,0.999125,0.996375,0.998,0.995625,0.73325,0.947625,0.997375,0.962625,0.970625,0.998375,0.926875,0.830125,0.78675,0.89825,0.077,0.963,0.71525,0.69675,0.947625,0.90875,0.91025,0,0.745125,0.982125,0.738,0.956125,0.35925,0.781375,0.984875,0.835625,0.8405,0.800625,0.959625,0.48625,0.43625,0.893625,0.761625,0.82975,0.201375,0.61725,0.8405,0.529625,0.177,0.57125,0.936,0.641875,0.86,0.95925,0.997125,0.92775,0.301,0.3105,0.253375,0.908
"G_67",0.811875,0.732875,0.982875,0.902125,0.402,0.411875,0.324375,0.9505,0.9315,0.54575,0.805625,0.35425,0.989125,0.92025,0.02225,0.947625,0.7175,0.684875,0.11975,0.99925,0.961375,0.17975,0.0285,0.2905,0.9915,0.933125,0.9265,0.993,0.963625,0.818,0.976875,0.99875,0.95175,0.98375,0.788125,0.94325,0.058,0.99325,0.90525,0.983875,0.975125,0.965,0.994,0.996,0.985125,0.99225,0.98025,0.514,0.8915,0.9925,0.902625,0.91825,0.995125,0.807625,0.6355,0.52225,0.791375,0.029875,0.913375,0.51375,0.425,0.8865,0.8205,0.739875,0.254875,0,0.9445,0.462625,0.8775,0.177375,0.594875,0.95425,0.695875,0.643875,0.624625,0.90225,0.285875,0.225,0.778875,0.5615,0.6615,0.092,0.398,0.67225,0.29675,0.077,0.36625,0.86275,0.44925,0.721625,0.905,0.989875,0.852125,0.136125,0.142375,0.1165,0.758
"G_68",0.33725,0.19975,0.852375,0.42375,0.025375,0.056625,0.011125,0.547125,0.60675,0.082,0.437625,0.015625,0.89,0.6235,0.00025,0.6,0.18125,0.073875,0.0095,0.990375,0.771,0.015375,0.000625,0.029,0.89025,0.5625,0.52875,0.90025,0.67625,0.33025,0.831875,0.981625,0.766875,0.8865,0.262375,0.735875,0.003125,0.949125,0.504375,0.84875,0.781875,0.793125,0.929625,0.948875,0.88,0.919,0.81275,0.063625,0.516625,0.948875,0.426125,0.424875,0.95875,0.2195,0.064875,0.041,0.284125,0.0015,0.6015,0.094125,0.018,0.499,0.292625,0.118625,0.017875,0.0555,0,0.01525,0.260625,0.0145,0.0865,0.699625,0.222,0.051375,0.129625,0.562125,0.03025,0.02175,0.276375,0.095125,0.128875,0.004875,0.05275,0.14175,0.0175,0.003375,0.050125,0.477875,0.073375,0.259,0.578125,0.93925,0.4265,0.010375,0.009875,0.008625,0.09075
"G_69",0.88275,0.78225,0.997625,0.966,0.42075,0.430375,0.308625,0.988625,0.977,0.58275,0.84975,0.354125,0.998875,0.96225,0.0225,0.985875,0.775375,0.753625,0.134125,1,0.986875,0.19025,0.026875,0.283,0.998625,0.97125,0.975875,0.999625,0.993625,0.879625,0.9955,1,0.9775,0.995,0.8695,0.972875,0.06725,0.999125,0.958125,0.995,0.99725,0.988625,0.999125,0.99975,0.996625,0.999125,0.997375,0.548875,0.942125,0.997625,0.95875,0.97025,0.998375,0.8715,0.712875,0.558625,0.852375,0.033,0.952375,0.549,0.443375,0.93775,0.88125,0.821875,0.262,0.537375,0.98475,0,0.949875,0.192,0.645125,0.98425,0.74675,0.726125,0.687125,0.944875,0.297,0.23175,0.84075,0.601375,0.72975,0.09775,0.421375,0.74075,0.294,0.080625,0.383875,0.910125,0.4695,0.77775,0.94275,0.996375,0.904,0.136,0.142375,0.123625,0.8615
"G_70",0.5015,0.335625,0.93025,0.635125,0.069875,0.10725,0.036375,0.7635,0.7595,0.163,0.55925,0.045375,0.947,0.764375,0.00125,0.776875,0.32125,0.187375,0.023875,0.994125,0.872125,0.039125,0.00425,0.064875,0.950375,0.739875,0.7215,0.959375,0.841375,0.49425,0.915125,0.99275,0.8525,0.93675,0.43425,0.83325,0.007625,0.974625,0.674125,0.922875,0.89475,0.880375,0.96575,0.9775,0.937625,0.96725,0.90875,0.130375,0.66975,0.9705,0.63075,0.65025,0.97975,0.3785,0.148375,0.10225,0.4465,0.00375,0.726625,0.174625,0.053375,0.659625,0.46825,0.237625,0.043875,0.1225,0.739375,0.050125,0,0.0325,0.179625,0.83375,0.346375,0.1475,0.2365,0.696,0.066625,0.045,0.42275,0.1865,0.255375,0.01475,0.102875,0.26275,0.04925,0.013625,0.09425,0.61725,0.13225,0.383,0.71875,0.965125,0.58275,0.023125,0.02425,0.022,0.227375
