"","G_1","G_2","G_3","G_4","G_5","G_6","G_7","G_8","G_9","G_10","G_11","G_12","G_13","G_14","G_15","G_16","G_17","G_18","G_19","G_20","G_21","G_22","G_23","G_24","G_25","G_26","G_27","G_28","G_29","G_30","G_31","G_32","G_33","G_34","G_35","G_36","G_37","G_38","G_39","G_40","G_41","G_42","G_43","G_44","G_45","G_46","G_47","G_48","G_49","G_50","G_51","G_52","G_53","G_54","G_56","G_57","G_58","G_59","G_60","G_61","G_62","G_63","G_64","G_65","G_66","G_67","G_68","G_69","G_70","G_71","G_72","G_73","G_74","G_75","G_76","G_77","G_78","G_79","G_80","G_81","G_82","G_83","G_84","G_85","G_86","G_87","G_88","G_89","G_90","G_91","G_92","G_93","G_94","G_95","G_96","G_97","G_98"
"G_81",0.5015,0.465125,0.4255,0.42675,0.429625,0.460375,0.424875,0.414625,0.439875,0.4705,NA,0.43225,0.421375,0.489125,0.417625,0.424375,0.476875,0.420125,0.462875,0.452875,0.464625,0.437875,0.441875,0.444875,0.421375,0.44225,0.431,0.4135,0.416875,0.47925,0.433875,0.420625,0.492875,0.463625,0.464375,0.612625,0.45625,0.46525,0.466125,0.448125,0.414625,0.463625,0.42975,0.421375,0.43275,0.418125,0.40775,0.479625,0.485875,0.60475,0.4325,0.418625,0.50275,0.447375,0.42975,0.430625,0.504625,0.45625,0.604,0.62525,0.419,0.48425,0.4815,0.420625,0.454,0.45575,0.423875,0.416125,0.415625,0.471375,0.485875,0.44525,0.612125,0.416,0.51475,0.618125,0.6125,0.502875,0.50575,0,0.501625,0.61475,0.609375,0.503875,0.505625,0.596125,0.616375,0.606875,0.605375,0.6035,0.604125,0.62175,0.51075,0.501625,0.51025,0.609875,0.418375
"G_82",0.49575,0.465625,0.421,0.42825,0.419875,0.4545,0.420375,0.411875,0.441625,0.459625,NA,0.425,0.418625,0.47925,0.417875,0.423,0.469375,0.4265,0.46125,0.45475,0.464875,0.435375,0.444125,0.4365,0.41375,0.441625,0.427875,0.41025,0.419625,0.47475,0.44,0.41175,0.496,0.464125,0.466,0.609625,0.461125,0.459125,0.464875,0.443375,0.40925,0.461375,0.424875,0.433,0.431875,0.411125,0.40925,0.479625,0.477625,0.603375,0.4385,0.415625,0.506625,0.44325,0.424875,0.4245,0.501875,0.458,0.610625,0.615375,0.410375,0.481875,0.479875,0.42725,0.444625,0.4505,0.41875,0.4095,0.42725,0.4665,0.478375,0.44325,0.6135,0.41275,0.508375,0.613625,0.60175,0.492375,0.498625,0.498375,0,0.614125,0.613,0.49575,0.498625,0.602125,0.61475,0.59825,0.605125,0.5925,0.59875,0.610125,0.501625,0.498125,0.501875,0.614375,0.416875
"G_83",0.385875,0.36075,0.327375,0.33175,0.332375,0.35525,0.334125,0.328,0.34325,0.358,NA,0.331,0.331,0.36475,0.320625,0.334875,0.3665,0.33175,0.364875,0.35325,0.35725,0.3415,0.342625,0.3425,0.3265,0.346125,0.334,0.3225,0.3235,0.3725,0.340625,0.32375,0.377875,0.3625,0.3565,0.495875,0.353375,0.365125,0.35775,0.344875,0.325375,0.352125,0.328625,0.330625,0.340375,0.331125,0.32575,0.372125,0.369625,0.49075,0.335375,0.328125,0.386125,0.343,0.33475,0.3315,0.38675,0.35175,0.487125,0.501875,0.32175,0.368875,0.365875,0.327,0.352875,0.35575,0.326,0.32525,0.3315,0.356125,0.3725,0.349875,0.493125,0.332,0.3885,0.49375,0.49325,0.385375,0.38525,0.38525,0.385875,0,0.494375,0.382,0.38625,0.48525,0.501125,0.49375,0.491125,0.49725,0.4875,0.500625,0.398625,0.3865,0.391625,0.49475,0.319625
"G_84",0.3975,0.365375,0.336375,0.3435,0.33875,0.365,0.33925,0.33225,0.34825,0.356,NA,0.339625,0.337875,0.375375,0.340125,0.342,0.374375,0.336125,0.362625,0.360625,0.36575,0.344875,0.350625,0.349875,0.332125,0.347125,0.339,0.335375,0.335125,0.375375,0.3445,0.334125,0.385125,0.366875,0.367625,0.50475,0.357125,0.360125,0.36425,0.3505,0.334125,0.360625,0.338,0.336375,0.34525,0.330625,0.3275,0.370375,0.38025,0.496875,0.34275,0.328625,0.390625,0.34725,0.341,0.340625,0.393,0.3555,0.497,0.50975,0.331875,0.377125,0.3805,0.339375,0.349375,0.357625,0.337125,0.331875,0.334125,0.36425,0.378,0.349375,0.50425,0.334375,0.3935,0.501,0.492375,0.389125,0.3875,0.390625,0.387,0.505625,0,0.3895,0.395875,0.48575,0.507375,0.498125,0.490875,0.4935,0.487,0.506375,0.395875,0.393625,0.39975,0.492375,0.329625
"G_85",0.511,0.46675,0.4215,0.424125,0.424625,0.459,0.424625,0.4135,0.4405,0.46075,NA,0.43225,0.418375,0.477625,0.41925,0.427875,0.466625,0.42175,0.462125,0.454125,0.465125,0.437875,0.43675,0.439875,0.414625,0.446,0.42475,0.408375,0.4095,0.4785,0.43175,0.41975,0.496125,0.463375,0.47675,0.61775,0.45225,0.4715,0.474375,0.44675,0.418375,0.461375,0.426,0.425625,0.441375,0.414125,0.411,0.48925,0.49325,0.603,0.439125,0.42175,0.501125,0.4445,0.425,0.42925,0.504,0.455875,0.61275,0.6125,0.418875,0.4805,0.4805,0.42225,0.45225,0.456875,0.42075,0.41475,0.422375,0.467125,0.482375,0.442875,0.615875,0.42225,0.513875,0.6115,0.612625,0.5,0.50475,0.496125,0.50425,0.618,0.6105,0,0.50225,0.608,0.61775,0.605125,0.60725,0.60925,0.6015,0.6215,0.509,0.504375,0.498375,0.6125,0.411625
"G_86",0.4955,0.45625,0.41675,0.419375,0.4155,0.452625,0.415,0.405875,0.43125,0.464,NA,0.423,0.408875,0.468625,0.407,0.42025,0.464,0.411875,0.4575,0.443375,0.46075,0.432,0.4295,0.428875,0.406125,0.440125,0.42025,0.40525,0.399875,0.47525,0.424375,0.410625,0.485125,0.4595,0.4605,0.612125,0.44925,0.457375,0.449375,0.4345,0.409625,0.45125,0.41275,0.418,0.4325,0.402,0.3985,0.477625,0.483375,0.599625,0.429875,0.40725,0.49925,0.433375,0.419875,0.418,0.496625,0.452375,0.5975,0.607375,0.40275,0.47525,0.471875,0.4145,0.440125,0.453375,0.41225,0.40375,0.417375,0.452625,0.4755,0.441125,0.61125,0.41325,0.498875,0.608125,0.602375,0.489375,0.4905,0.494375,0.501375,0.61375,0.604125,0.49775,0,0.60225,0.612375,0.595625,0.599125,0.603375,0.601,0.61775,0.50575,0.49775,0.49375,0.609375,0.404125
"G_87",0.397,0.3695,0.331625,0.341875,0.3425,0.36275,0.337625,0.33025,0.353125,0.3625,NA,0.341875,0.337125,0.38225,0.337125,0.339125,0.37125,0.337875,0.367625,0.360375,0.37075,0.351,0.35025,0.3515,0.3325,0.357125,0.34175,0.331375,0.3335,0.381125,0.3465,0.33425,0.393125,0.36625,0.37075,0.50875,0.361375,0.37125,0.36875,0.359375,0.333875,0.3685,0.3415,0.343,0.347875,0.330375,0.329875,0.3885,0.376125,0.499375,0.349,0.3325,0.392625,0.351125,0.34675,0.342,0.39975,0.370625,0.499625,0.514125,0.335375,0.383,0.378875,0.34,0.353,0.36075,0.33275,0.32875,0.334875,0.370125,0.38525,0.3555,0.515625,0.337,0.400625,0.509,0.509,0.393625,0.3975,0.403875,0.397875,0.51475,0.51425,0.392,0.39775,0,0.5075,0.499,0.49925,0.498625,0.499,0.519125,0.398625,0.4005,0.397,0.504125,0.331
"G_88",0.377125,0.352875,0.325625,0.32725,0.32425,0.351,0.32775,0.323375,0.336625,0.353625,NA,0.327375,0.327375,0.3675,0.32425,0.32475,0.35775,0.324625,0.35925,0.338,0.356625,0.337,0.336125,0.32825,0.3205,0.338125,0.330875,0.321,0.317125,0.366,0.334,0.327625,0.3715,0.355,0.364375,0.49575,0.349625,0.352875,0.357375,0.341125,0.324375,0.3515,0.328625,0.3275,0.33175,0.3215,0.3145,0.367125,0.368,0.48825,0.33,0.32125,0.3825,0.3395,0.327875,0.32525,0.38375,0.35275,0.488375,0.494375,0.32425,0.364875,0.367,0.32775,0.3395,0.3515,0.322125,0.318125,0.321125,0.352,0.37125,0.34225,0.49775,0.324,0.3905,0.498875,0.501,0.380375,0.386875,0.383625,0.38525,0.498875,0.492625,0.38225,0.387625,0.4925,0,0.48775,0.486,0.486625,0.482375,0.497875,0.389625,0.38025,0.378625,0.4975,0.31925
"G_89",0.405625,0.37,0.34825,0.348875,0.341125,0.369,0.35025,0.333875,0.353875,0.36975,NA,0.347125,0.345125,0.385125,0.34225,0.346375,0.3805,0.343375,0.374625,0.3645,0.37225,0.35475,0.353375,0.3585,0.3405,0.361125,0.341,0.341,0.33925,0.378375,0.354,0.345375,0.389875,0.37325,0.377125,0.511125,0.367125,0.372875,0.376875,0.36025,0.3415,0.366,0.3415,0.34425,0.353,0.34425,0.334375,0.38775,0.3845,0.497875,0.354875,0.34075,0.397,0.3575,0.346875,0.3435,0.40125,0.366875,0.500375,0.508,0.339375,0.380625,0.385,0.349,0.355125,0.366875,0.3435,0.340625,0.341625,0.372375,0.38425,0.35375,0.5045,0.343,0.405,0.50425,0.505875,0.395375,0.39525,0.393125,0.40175,0.50625,0.501875,0.394875,0.404375,0.501,0.51225,0,0.496625,0.493,0.49975,0.51125,0.401625,0.4,0.399125,0.509125,0.339875
"G_90",0.399375,0.3675,0.338125,0.348,0.33925,0.3625,0.3405,0.330625,0.346625,0.37225,NA,0.3445,0.33825,0.382625,0.339625,0.33825,0.366625,0.337,0.37,0.356375,0.3705,0.349625,0.345625,0.350625,0.335125,0.353375,0.343375,0.3355,0.334625,0.379625,0.344,0.33925,0.393375,0.369125,0.373375,0.5065,0.360875,0.3655,0.365875,0.355125,0.335,0.365125,0.33925,0.34275,0.340375,0.332,0.328875,0.38125,0.380875,0.499625,0.3435,0.331125,0.4005,0.350375,0.34175,0.340125,0.40125,0.359375,0.497125,0.515375,0.3295,0.380875,0.383125,0.34325,0.353,0.3585,0.339,0.328875,0.336625,0.3655,0.381375,0.354,0.508375,0.33575,0.39975,0.50925,0.507625,0.3935,0.395375,0.394625,0.394875,0.508875,0.509125,0.39275,0.400875,0.50075,0.514,0.503375,0,0.4995,0.496375,0.52,0.4,0.3975,0.39725,0.51175,0.329625
"G_91",0.39425,0.369125,0.3415,0.34875,0.343875,0.370125,0.3465,0.333125,0.357,0.373,NA,0.343,0.337,0.374875,0.33775,0.344,0.377,0.3415,0.373375,0.351,0.37275,0.35075,0.3555,0.3545,0.332125,0.3585,0.345375,0.33575,0.332875,0.37625,0.34425,0.34075,0.389375,0.365625,0.3725,0.5145,0.368625,0.3705,0.36575,0.3575,0.33525,0.366125,0.34075,0.34575,0.350625,0.33475,0.331125,0.3785,0.38925,0.501625,0.341,0.33675,0.39725,0.355,0.34425,0.338125,0.401375,0.370375,0.49775,0.52,0.337375,0.383875,0.3815,0.342,0.358,0.3625,0.34,0.34125,0.343125,0.37225,0.384625,0.348625,0.50175,0.34025,0.41,0.5105,0.510625,0.395375,0.394375,0.3965,0.4075,0.50275,0.5065,0.39075,0.396625,0.501375,0.513375,0.507,0.5005,0,0.502125,0.516,0.40175,0.398375,0.400875,0.50575,0.336375
"G_92",0.393375,0.363875,0.335,0.343625,0.33625,0.362,0.338,0.328625,0.351625,0.366125,NA,0.342125,0.331375,0.378125,0.33275,0.333875,0.370125,0.337,0.36925,0.3575,0.364125,0.351875,0.353375,0.35,0.332125,0.3495,0.3365,0.326375,0.329125,0.374375,0.3445,0.336,0.389875,0.372,0.375125,0.505625,0.369,0.3675,0.367125,0.34975,0.33175,0.362,0.34025,0.340125,0.349375,0.334875,0.331,0.377875,0.379875,0.498,0.340875,0.332875,0.394,0.3495,0.33975,0.333375,0.399,0.364625,0.5045,0.510125,0.332625,0.379875,0.38125,0.336,0.355375,0.361,0.33425,0.330625,0.332625,0.362125,0.385375,0.350875,0.5035,0.332375,0.404125,0.50625,0.507625,0.39525,0.392875,0.395875,0.40125,0.5125,0.513,0.3985,0.399,0.501,0.517625,0.50025,0.503625,0.497875,0,0.514,0.394625,0.39275,0.39775,0.5135,0.333
"G_93",0.38425,0.35375,0.325,0.32375,0.322625,0.3515,0.321875,0.31625,0.33525,0.35675,NA,0.3235,0.32225,0.364125,0.32025,0.321875,0.3585,0.32375,0.3535,0.337375,0.357,0.33725,0.33725,0.33725,0.320875,0.3375,0.325375,0.31425,0.317125,0.3565,0.334,0.31975,0.377125,0.356125,0.360625,0.497875,0.343625,0.356,0.351125,0.33925,0.31575,0.347625,0.3235,0.3255,0.334375,0.319625,0.317875,0.368125,0.366125,0.4925,0.330625,0.3215,0.38375,0.33475,0.325875,0.321125,0.386125,0.34975,0.48275,0.500625,0.320875,0.36425,0.3625,0.326625,0.339375,0.345625,0.322625,0.316875,0.32,0.34775,0.3635,0.337125,0.497875,0.32725,0.391625,0.48975,0.4765,0.384125,0.387125,0.37825,0.389875,0.499375,0.493625,0.3785,0.38225,0.480875,0.502125,0.48875,0.48,0.484,0.486,0,0.388875,0.388,0.382,0.495,0.322375
"G_94",0.499625,0.455125,0.416125,0.42125,0.4045,0.44775,0.41325,0.405625,0.429,0.453875,NA,0.420875,0.412,0.4785,0.4055,0.41725,0.45875,0.409375,0.455875,0.441375,0.455375,0.428625,0.428625,0.4285,0.403375,0.43575,0.41625,0.399375,0.401,0.478,0.42475,0.409,0.4825,0.457625,0.459125,0.6015,0.451875,0.458125,0.455375,0.434625,0.40175,0.446875,0.411625,0.413375,0.42975,0.402875,0.39725,0.471375,0.47575,0.596625,0.425875,0.404,0.488125,0.431125,0.414625,0.41275,0.499375,0.4465,0.604875,0.608625,0.406125,0.480875,0.4785,0.4115,0.444375,0.447625,0.409875,0.402375,0.406625,0.4565,0.471125,0.42925,0.607375,0.404875,0.5085,0.608625,0.60325,0.49,0.49225,0.48925,0.498375,0.601375,0.604125,0.491,0.49425,0.601375,0.610375,0.598375,0.6,0.59825,0.605375,0.611125,0,0.48875,0.498625,0.614625,0.408125
"G_95",0.501125,0.458875,0.425125,0.424875,0.414125,0.4585,0.4265,0.41475,0.438625,0.46175,NA,0.423,0.421625,0.484,0.408625,0.4245,0.47525,0.4195,0.467625,0.446625,0.466375,0.4395,0.44175,0.426875,0.411,0.44275,0.42175,0.413625,0.414125,0.4805,0.432,0.41825,0.4915,0.463875,0.467375,0.616375,0.4565,0.4675,0.462125,0.44275,0.41875,0.463125,0.426,0.4255,0.4325,0.420125,0.40225,0.478,0.482375,0.605625,0.438,0.415625,0.502375,0.439,0.426625,0.424125,0.501875,0.454875,0.59725,0.61475,0.41375,0.484875,0.477,0.42925,0.452,0.453875,0.422375,0.408,0.4175,0.465625,0.483375,0.441125,0.613875,0.41575,0.507625,0.611375,0.599875,0.504375,0.49725,0.498375,0.501875,0.6135,0.606375,0.495625,0.50225,0.5995,0.61975,0.6,0.6025,0.601625,0.60725,0.612,0.51125,0,0.49875,0.6145,0.408
"G_96",0.489375,0.456875,0.41475,0.422,0.414,0.4545,0.41825,0.402625,0.4305,0.459,NA,0.420875,0.409375,0.476125,0.408625,0.424125,0.46475,0.408625,0.464875,0.4435,0.464375,0.433,0.429,0.4335,0.40075,0.4455,0.421,0.403625,0.3985,0.4715,0.430625,0.406375,0.487125,0.460125,0.4655,0.609625,0.456625,0.45825,0.458375,0.434625,0.413,0.45275,0.415375,0.425,0.43175,0.40975,0.402125,0.473625,0.479375,0.604125,0.42775,0.409875,0.4985,0.438375,0.419625,0.4145,0.49425,0.453875,0.59525,0.614375,0.409875,0.479875,0.478375,0.410875,0.438,0.445875,0.414,0.405,0.408125,0.45225,0.47275,0.438,0.60375,0.4105,0.504875,0.6155,0.604625,0.493625,0.493875,0.48975,0.498125,0.608375,0.60025,0.501625,0.50625,0.603,0.621375,0.600875,0.60275,0.599125,0.60225,0.618,0.501375,0.50125,0,0.60975,0.4055
"G_97",0.3825,0.361625,0.3265,0.327125,0.324125,0.350625,0.3315,0.32725,0.3385,0.358625,NA,0.3335,0.325375,0.37,0.32625,0.334,0.354875,0.32675,0.3555,0.352625,0.35975,0.332125,0.342625,0.344625,0.320625,0.340875,0.335,0.323625,0.3265,0.369625,0.33375,0.323375,0.3825,0.35475,0.363,0.500375,0.34925,0.355125,0.352125,0.3455,0.321875,0.35525,0.332625,0.333,0.33775,0.324875,0.3205,0.37275,0.370125,0.49725,0.337125,0.32575,0.38725,0.337875,0.3265,0.326,0.390375,0.35,0.49275,0.497375,0.325375,0.37175,0.375125,0.325125,0.348125,0.347125,0.325125,0.318,0.324875,0.35625,0.37525,0.346625,0.49325,0.3275,0.387625,0.500875,0.497,0.388625,0.385,0.390125,0.385625,0.50525,0.507625,0.3875,0.390625,0.495875,0.5025,0.490875,0.48825,0.49425,0.4865,0.505,0.385375,0.3855,0.39025,0,0.323625
"G_98",0.582875,0.559375,0.50975,0.515625,0.507125,0.55,0.512875,0.502,0.526125,0.55225,NA,0.5175,0.510125,0.565125,0.50825,0.511625,0.564375,0.503,0.547375,0.55,0.54975,0.53225,0.52625,0.52325,0.49525,0.539125,0.51875,0.508125,0.5025,0.5645,0.525375,0.502375,0.579625,0.558375,0.567875,0.668375,0.551875,0.554875,0.558625,0.532125,0.504625,0.5535,0.515125,0.5195,0.530625,0.504125,0.486875,0.568875,0.574125,0.66775,0.523375,0.50125,0.586125,0.545,0.5165,0.515125,0.586,0.548375,0.663,0.678375,0.49375,0.574625,0.567125,0.52225,0.5285,0.5455,0.515875,0.497875,0.503625,0.562625,0.57525,0.53275,0.677,0.504875,0.59975,0.678,0.67225,0.581375,0.583625,0.581625,0.583125,0.680375,0.670375,0.588375,0.595875,0.669,0.68075,0.660125,0.670375,0.663625,0.667,0.677625,0.591875,0.592,0.5945,0.676375,0
