"","G_1","G_2","G_3","G_4","G_5","G_6","G_7","G_8","G_9","G_10","G_11","G_12","G_13","G_14","G_15","G_16","G_17","G_18","G_19","G_20","G_21","G_22","G_23","G_24","G_25","G_26","G_27","G_28","G_29","G_30","G_31","G_32","G_33","G_34","G_35","G_36","G_37","G_38","G_39","G_40","G_41","G_42","G_43","G_44","G_45","G_46","G_47","G_48","G_49","G_50","G_51","G_52","G_53","G_54","G_56","G_57","G_58","G_59","G_60","G_61","G_62","G_63","G_64","G_65","G_66","G_67","G_68","G_69","G_70","G_71","G_72","G_73","G_74","G_75","G_76","G_77","G_78","G_79","G_80","G_81","G_82","G_83","G_84","G_85","G_86","G_87","G_88","G_89","G_90","G_91","G_92","G_93","G_94","G_95","G_96","G_97","G_98"
"G_31",NA,NA,0.43175,0.34925,0.384,NA,0.378875,0.34075,0.395125,NA,NA,0.513625,0.430125,NA,0.17075,0.3105,NA,0.576625,NA,0.489125,0.593375,NA,NA,NA,0.473125,0.56,0.62725,0.37675,0.402375,NA,0,0.421125,NA,0.5175,0.41575,NA,NA,0.57,0.57275,0.403625,0.4705,NA,0.40325,0.45475,0.58175,0.4495,0.3905,NA,NA,NA,0.337375,0.502,NA,0.398875,0.617875,0.41075,NA,NA,NA,NA,0.3905,NA,NA,0.367375,0.501125,0.313,0.32675,0.473125,0.39775,NA,NA,0.459,NA,0.389875,NA,NA,NA,NA,NA,NA,0.493375,NA,NA,0.565125,0.5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503
"G_32",NA,NA,0.528,0.37975,0.45375,NA,0.41225,0.360125,0.454375,NA,NA,0.607125,0.517625,NA,0.199375,0.330875,NA,0.684625,NA,0.605625,0.695875,NA,NA,NA,0.6025,0.6605,0.746875,0.439375,0.479875,NA,0.578875,0,NA,0.6015,0.463375,NA,NA,0.666,0.668875,0.4415,0.57525,NA,0.466,0.560125,0.69625,0.549125,0.4655,NA,NA,NA,0.36975,0.614125,NA,0.452625,0.740875,0.479375,NA,NA,NA,NA,0.45375,NA,NA,0.420375,0.58525,0.34325,0.358625,0.59375,0.45975,NA,NA,0.525875,NA,0.447,NA,NA,NA,NA,NA,NA,0.573,NA,NA,0.66775,0.674375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642875
"G_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_34",NA,NA,0.41975,0.331375,0.37325,NA,0.360625,0.317875,0.374625,NA,NA,0.49875,0.417625,NA,0.154875,0.292,NA,0.572,NA,0.478,0.573375,NA,NA,NA,0.466,0.541375,0.613125,0.35725,0.385875,NA,0.4825,0.3985,NA,0,0.39375,NA,NA,0.54875,0.56425,0.37875,0.461125,NA,0.3915,0.44025,0.568125,0.436125,0.376125,NA,NA,NA,0.315625,0.48325,NA,0.385375,0.60875,0.3955,NA,NA,NA,NA,0.3695,NA,NA,0.352875,0.495625,0.297375,0.32125,0.4535,0.37775,NA,NA,0.44075,NA,0.380625,NA,NA,NA,NA,NA,NA,0.48525,NA,NA,0.54525,0.55225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494
"G_35",NA,NA,0.552125,0.451875,0.485875,NA,0.473,0.455375,0.504625,NA,NA,0.61825,0.546375,NA,0.194875,0.419125,NA,0.672125,NA,0.599,0.666625,NA,NA,NA,0.58775,0.646875,0.703875,0.501,0.53075,NA,0.58425,0.536625,NA,0.60625,0,NA,NA,0.655125,0.658625,0.48125,0.579875,NA,0.515125,0.573,0.666875,0.5725,0.512125,NA,NA,NA,0.4335,0.60375,NA,0.484625,0.698,0.522625,NA,NA,NA,NA,0.509875,NA,NA,0.482125,0.596875,0.387,0.45025,0.58175,0.51425,NA,NA,0.547375,NA,0.50175,NA,NA,NA,NA,NA,NA,0.585375,NA,NA,0.6495,0.651125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608625
"G_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_38",NA,NA,0.345625,0.2775,0.31425,NA,0.306625,0.24975,0.31875,NA,NA,0.4505,0.34225,NA,0.1535,0.237375,NA,0.517,NA,0.41625,0.515,NA,NA,NA,0.39175,0.495625,0.5655,0.288,0.319875,NA,0.43,0.334,NA,0.45125,0.344875,NA,NA,0,0.50375,0.335375,0.384625,NA,0.32,0.37175,0.519375,0.376125,0.303625,NA,NA,NA,0.26325,0.416625,NA,0.346125,0.562625,0.32775,NA,NA,NA,NA,0.307625,NA,NA,0.285,0.436,0.264,0.253,0.3875,0.305125,NA,NA,0.391875,NA,0.309125,NA,NA,NA,NA,NA,NA,0.423625,NA,NA,0.498875,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4265
"G_39",NA,NA,0.338125,0.2715,0.317,NA,0.309,0.2545,0.316375,NA,NA,0.449625,0.340625,NA,0.155625,0.2405,NA,0.503375,NA,0.4045,0.5235,NA,NA,NA,0.38225,0.478,0.559,0.28325,0.315375,NA,0.42725,0.331125,NA,0.43575,0.341375,NA,NA,0.49625,0,0.330625,0.385,NA,0.318375,0.365125,0.519125,0.359625,0.297125,NA,NA,NA,0.260375,0.419375,NA,0.33075,0.559625,0.32775,NA,NA,NA,NA,0.301125,NA,NA,0.284375,0.428,0.25575,0.25025,0.37925,0.3155,NA,NA,0.3845,NA,0.3065,NA,NA,NA,NA,NA,NA,0.420625,NA,NA,0.491125,0.50725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419
"G_40",NA,NA,0.570625,0.465,0.50225,NA,0.491,0.470625,0.52075,NA,NA,0.62875,0.567375,NA,0.207125,0.437375,NA,0.67175,NA,0.612,0.681875,NA,NA,NA,0.604875,0.658,0.710125,0.513625,0.54975,NA,0.596375,0.5585,NA,0.62125,0.51875,NA,NA,0.664625,0.669375,0,0.601375,NA,0.53275,0.586875,0.684875,0.587,0.54,NA,NA,NA,0.45475,0.623625,NA,0.50075,0.70675,0.5475,NA,NA,NA,NA,0.525125,NA,NA,0.501125,0.60825,0.39725,0.473,0.605125,0.5285,NA,NA,0.561875,NA,0.51575,NA,NA,NA,NA,NA,NA,0.598125,NA,NA,0.665875,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6335
"G_41",NA,NA,0.452375,0.334125,0.399375,NA,0.359375,0.310125,0.396625,NA,NA,0.545,0.445125,NA,0.177875,0.292875,NA,0.627875,NA,0.522875,0.63475,NA,NA,NA,0.50925,0.60225,0.68575,0.3595,0.3985,NA,0.5295,0.42475,NA,0.538875,0.420125,NA,NA,0.615375,0.615,0.398625,0,NA,0.40875,0.47875,0.641125,0.471625,0.392875,NA,NA,NA,0.319875,0.527875,NA,0.410875,0.67525,0.41825,NA,NA,NA,NA,0.377,NA,NA,0.350625,0.5255,0.312125,0.304625,0.5065,0.399375,NA,NA,0.47325,NA,0.397375,NA,NA,NA,NA,NA,NA,0.52225,NA,NA,0.614625,0.603375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"G_42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_43",NA,NA,0.557625,0.412,0.47925,NA,0.445875,0.405625,0.489,NA,NA,0.62375,0.549,NA,0.188,0.367125,NA,0.69175,NA,0.613125,0.7,NA,NA,NA,0.617625,0.67525,0.745875,0.476875,0.51925,NA,0.59675,0.534,NA,0.6085,0.484875,NA,NA,0.68,0.681625,0.46725,0.59125,NA,0,0.584375,0.697625,0.57575,0.503375,NA,NA,NA,0.39475,0.628875,NA,0.461375,0.74425,0.507625,NA,NA,NA,NA,0.4835,NA,NA,0.450125,0.59825,0.3585,0.402125,0.612625,0.496375,NA,NA,0.54225,NA,0.4795,NA,NA,NA,NA,NA,NA,0.585625,NA,NA,0.67575,0.681625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64975
"G_44",NA,NA,0.4635,0.34125,0.413375,NA,0.372625,0.31175,0.41175,NA,NA,0.563125,0.46075,NA,0.187875,0.29375,NA,0.653875,NA,0.5545,0.66025,NA,NA,NA,0.5375,0.618125,0.715625,0.36925,0.4135,NA,0.54525,0.439875,NA,0.55975,0.427,NA,NA,0.62825,0.634875,0.413125,0.52125,NA,0.415625,0,0.654375,0.5005,0.4025,NA,NA,NA,0.323125,0.563625,NA,0.422625,0.700125,0.424625,NA,NA,NA,NA,0.401375,NA,NA,0.366375,0.545625,0.324375,0.310125,0.5345,0.41475,NA,NA,0.4865,NA,0.400625,NA,NA,NA,NA,NA,NA,0.53325,NA,NA,0.630375,0.62825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58575
"G_45",NA,NA,0.32475,0.253,0.297375,NA,0.283875,0.226,0.29625,NA,NA,0.432125,0.32175,NA,0.153,0.228,NA,0.49525,NA,0.398375,0.505,NA,NA,NA,0.358,0.467375,0.545875,0.262,0.29375,NA,0.41825,0.30375,NA,0.431875,0.333125,NA,NA,0.480625,0.480875,0.315125,0.358875,NA,0.302375,0.345625,0,0.34525,0.27325,NA,NA,NA,0.243375,0.404,NA,0.330125,0.535625,0.304375,NA,NA,NA,NA,0.2825,NA,NA,0.27075,0.4255,0.250125,0.227,0.362875,0.289625,NA,NA,0.371625,NA,0.2895,NA,NA,NA,NA,NA,NA,0.408125,NA,NA,0.48225,0.48475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398625
"G_46",NA,NA,0.482375,0.352125,0.41075,NA,0.372625,0.316,0.422625,NA,NA,0.566375,0.47075,NA,0.175125,0.291875,NA,0.649,NA,0.55275,0.653,NA,NA,NA,0.554,0.6165,0.712875,0.391875,0.435,NA,0.5505,0.450875,NA,0.563875,0.4275,NA,NA,0.623875,0.640375,0.413,0.528375,NA,0.42425,0.4995,0.65475,0,0.412625,NA,NA,NA,0.325,0.570125,NA,0.42775,0.6985,0.434125,NA,NA,NA,NA,0.404125,NA,NA,0.383625,0.548375,0.31625,0.324125,0.539875,0.413375,NA,NA,0.486,NA,0.39875,NA,NA,NA,NA,NA,NA,0.5325,NA,NA,0.63175,0.633625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588
"G_47",NA,NA,0.565,0.403625,0.47025,NA,0.428375,0.3815,0.479625,NA,NA,0.639,0.558125,NA,0.199875,0.350375,NA,0.719,NA,0.62975,0.7185,NA,NA,NA,0.6535,0.684125,0.77475,0.468125,0.518,NA,0.6095,0.5345,NA,0.623875,0.487875,NA,NA,0.696375,0.702875,0.46,0.607125,NA,0.496625,0.5975,0.72675,0.587375,0,NA,NA,NA,0.3845,0.649625,NA,0.4675,0.773,0.5105,NA,NA,NA,NA,0.467125,NA,NA,0.44,0.601125,0.3535,0.378625,0.635,0.496,NA,NA,0.54275,NA,0.4735,NA,NA,NA,NA,NA,NA,0.594,NA,NA,0.695625,0.70225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685125
"G_48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_51",NA,NA,0.652125,0.520875,0.57725,NA,0.537625,0.526875,0.582,NA,NA,0.706125,0.648625,NA,0.200375,0.472875,NA,0.757,NA,0.693,0.7545,NA,NA,NA,0.694375,0.731375,0.79775,0.598125,0.636375,NA,0.662625,0.63025,NA,0.684375,0.5665,NA,NA,0.73675,0.739625,0.54525,0.680125,NA,0.60525,0.676875,0.756625,0.675,0.6155,NA,NA,NA,0,0.702875,NA,0.550625,0.78725,0.60425,NA,NA,NA,NA,0.594875,NA,NA,0.562,0.6745,0.421875,0.5285,0.69325,0.609,NA,NA,0.617375,NA,0.582875,NA,NA,NA,NA,NA,NA,0.655625,NA,NA,0.735125,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72025
"G_52",NA,NA,0.40525,0.312625,0.376125,NA,0.346875,0.29075,0.37125,NA,NA,0.518,0.408625,NA,0.1715,0.274,NA,0.589625,NA,0.488375,0.599375,NA,NA,NA,0.466125,0.56325,0.648625,0.329625,0.362125,NA,0.498,0.385875,NA,0.51675,0.39625,NA,NA,0.583375,0.580625,0.376375,0.472125,NA,0.371125,0.436375,0.596,0.429875,0.350375,NA,NA,NA,0.297125,0,NA,0.393875,0.6475,0.389625,NA,NA,NA,NA,0.34675,NA,NA,0.32125,0.49925,0.30225,0.288375,0.456625,0.36325,NA,NA,0.4445,NA,0.359375,NA,NA,NA,NA,NA,NA,0.484375,NA,NA,0.58175,0.583125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510375
"G_53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_54",NA,NA,0.564625,0.465125,0.507625,NA,0.490625,0.46525,0.517,NA,NA,0.622875,0.55875,NA,0.210125,0.4365,NA,0.6655,NA,0.602625,0.673125,NA,NA,NA,0.5925,0.65075,0.698875,0.510875,0.536,NA,0.601125,0.547375,NA,0.614625,0.515375,NA,NA,0.653875,0.66925,0.49925,0.589125,NA,0.538625,0.577375,0.669875,0.57225,0.5325,NA,NA,NA,0.449375,0.606125,NA,0,0.69925,0.5285,NA,NA,NA,NA,0.511625,NA,NA,0.502875,0.60225,0.407375,0.470875,0.59325,0.528,NA,NA,0.55875,NA,0.5185,NA,NA,NA,NA,NA,NA,0.591375,NA,NA,0.654125,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612
"G_56",NA,NA,0.271125,0.225875,0.26525,NA,0.263375,0.1995,0.2615,NA,NA,0.391,0.27175,NA,0.148375,0.193875,NA,0.4505,NA,0.35125,0.458125,NA,NA,NA,0.311375,0.424375,0.50075,0.217125,0.234125,NA,0.382125,0.259125,NA,0.39125,0.302,NA,NA,0.437375,0.440375,0.29325,0.32475,NA,0.25575,0.299875,0.464375,0.3015,0.227,NA,NA,NA,0.21275,0.3525,NA,0.30075,0,0.265625,NA,NA,NA,NA,0.23725,NA,NA,0.219125,0.3795,0.2295,0.191875,0.304375,0.250625,NA,NA,0.339,NA,0.24875,NA,NA,NA,NA,NA,NA,0.368375,NA,NA,0.440125,0.4455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348625
"G_57",NA,NA,0.5395,0.409375,0.471625,NA,0.445,0.40275,0.47975,NA,NA,0.61525,0.543125,NA,0.18475,0.366125,NA,0.68325,NA,0.606625,0.685375,NA,NA,NA,0.5995,0.662875,0.7265,0.461125,0.5065,NA,0.58925,0.520625,NA,0.6045,0.477375,NA,NA,0.67225,0.67225,0.4525,0.58175,NA,0.492375,0.575375,0.695625,0.565875,0.4895,NA,NA,NA,0.39575,0.610375,NA,0.4715,0.734375,0,NA,NA,NA,NA,0.4715,NA,NA,0.4445,0.59475,0.35025,0.4065,0.59425,0.489125,NA,NA,0.537375,NA,0.475625,NA,NA,NA,NA,NA,NA,0.5755,NA,NA,0.667,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62825
"G_58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_62",NA,NA,0.582375,0.43325,0.494375,NA,0.45,0.417,0.49575,NA,NA,0.645125,0.57325,NA,0.192125,0.380375,NA,0.710375,NA,0.64625,0.721125,NA,NA,NA,0.644375,0.68775,0.767375,0.493625,0.540875,NA,0.6095,0.54625,NA,0.6305,0.490125,NA,NA,0.692375,0.698875,0.474875,0.623,NA,0.5165,0.598625,0.7175,0.595875,0.532875,NA,NA,NA,0.405125,0.65325,NA,0.488375,0.76275,0.5285,NA,NA,NA,NA,0,NA,NA,0.472125,0.61325,0.3765,0.41475,0.638875,0.523,NA,NA,0.56025,NA,0.49025,NA,NA,NA,NA,NA,NA,0.600375,NA,NA,0.700875,0.698625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674625
"G_63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_65",NA,NA,0.608625,0.456875,0.514625,NA,0.47575,0.439,0.524625,NA,NA,0.669375,0.604875,NA,0.196625,0.39675,NA,0.73875,NA,0.666125,0.738,NA,NA,NA,0.677375,0.7115,0.780375,0.51825,0.57025,NA,0.632625,0.579625,NA,0.647125,0.517875,NA,NA,0.715,0.715625,0.498875,0.649375,NA,0.549875,0.633625,0.72925,0.616375,0.56,NA,NA,NA,0.438,0.67875,NA,0.497125,0.780875,0.5555,NA,NA,NA,NA,0.527875,NA,NA,0,0.642375,0.377375,0.445875,0.675625,0.554,NA,NA,0.573125,NA,0.523,NA,NA,NA,NA,NA,NA,0.6225,NA,NA,0.711625,0.717625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709375
"G_66",NA,NA,0.436,0.343375,0.376875,NA,0.37925,0.3295,0.38975,NA,NA,0.511875,0.42825,NA,0.162625,0.305875,NA,0.5785,NA,0.485125,0.587875,NA,NA,NA,0.472375,0.55425,0.621625,0.3775,0.405,NA,0.498875,0.41475,NA,0.504375,0.403125,NA,NA,0.564,0.572,0.39175,0.4745,NA,0.40175,0.454375,0.5745,0.451625,0.398875,NA,NA,NA,0.3255,0.50075,NA,0.39775,0.6205,0.40525,NA,NA,NA,NA,0.38675,NA,NA,0.357625,0,0.305375,0.333,0.469375,0.399375,NA,NA,0.45175,NA,0.38575,NA,NA,NA,NA,NA,NA,0.49225,NA,NA,0.56375,0.561875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507625
"G_67",NA,NA,0.6725,0.588375,0.61675,NA,0.604375,0.597875,0.6245,NA,NA,0.721375,0.661875,NA,0.263,0.55975,NA,0.756875,NA,0.698,0.74825,NA,NA,NA,0.691875,0.7355,0.767125,0.633375,0.653125,NA,0.687,0.65675,NA,0.702625,0.613,NA,NA,0.736,0.74425,0.60275,0.687875,NA,0.6415,0.675625,0.749875,0.68375,0.6465,NA,NA,NA,0.578125,0.69775,NA,0.592625,0.7705,0.64975,NA,NA,NA,NA,0.6235,NA,NA,0.622625,0.694625,0,0.597375,0.68925,0.63775,NA,NA,0.64975,NA,0.623625,NA,NA,NA,NA,NA,NA,0.67325,NA,NA,0.740875,0.73325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707875
"G_68",NA,NA,0.664625,0.499875,0.557875,NA,0.51625,0.502,0.569375,NA,NA,0.70425,0.660875,NA,0.206125,0.447,NA,0.76525,NA,0.708875,0.7675,NA,NA,NA,0.724625,0.7445,0.8095,0.594,0.632875,NA,0.67325,0.641375,NA,0.67875,0.54975,NA,NA,0.747,0.74975,0.527,0.695375,NA,0.597875,0.689875,0.773,0.675875,0.621375,NA,NA,NA,0.4715,0.711625,NA,0.529125,0.808125,0.5935,NA,NA,NA,NA,0.58525,NA,NA,0.554125,0.667,0.402625,0,0.725875,0.6055,NA,NA,0.611625,NA,0.568,NA,NA,NA,NA,NA,NA,0.662375,NA,NA,0.74475,0.749625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752625
"G_69",NA,NA,0.43475,0.319375,0.393125,NA,0.3575,0.284,0.39125,NA,NA,0.546,0.427875,NA,0.1875,0.269125,NA,0.631375,NA,0.531625,0.6375,NA,NA,NA,0.501625,0.599875,0.69975,0.337125,0.381625,NA,0.526875,0.40625,NA,0.5465,0.41825,NA,NA,0.6125,0.62075,0.394875,0.4935,NA,0.387375,0.4655,0.637125,0.460125,0.365,NA,NA,NA,0.30675,0.543375,NA,0.40675,0.695625,0.40575,NA,NA,NA,NA,0.361125,NA,NA,0.324375,0.530625,0.31075,0.274125,0,0.38025,NA,NA,0.46975,NA,0.372875,NA,NA,NA,NA,NA,NA,0.518,NA,NA,0.61025,0.619375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554625
