"","G_1","G_2","G_3","G_4","G_5","G_6","G_7","G_8","G_9","G_10","G_11","G_12","G_13","G_14","G_15","G_16","G_17","G_18","G_19","G_20","G_21","G_22","G_23","G_24","G_25","G_26","G_27","G_28","G_29","G_30","G_31","G_32","G_33","G_34","G_35","G_36","G_37","G_38","G_39","G_40","G_41","G_42","G_43","G_44","G_45","G_46","G_47","G_48","G_49","G_50","G_51","G_52","G_53","G_54","G_56","G_57","G_58","G_59","G_60","G_61","G_62","G_63","G_64","G_65","G_66","G_67","G_68","G_69","G_70","G_71","G_72","G_73","G_74","G_75","G_76","G_77","G_78","G_79","G_80","G_81","G_82","G_83","G_84","G_85","G_86","G_87","G_88","G_89","G_90","G_91","G_92","G_93","G_94","G_95","G_96","G_97","G_98"
"G_1",0,0.4935,0.461375,0.466875,0.455,0.48475,0.44225,0.45025,0.503375,0.48075,NA,0.471875,0.443875,0.49025,0.425125,0.471875,0.494375,0.46725,0.483625,0.473375,0.503125,0.457125,0.455,0.4495,0.454875,0.47425,0.44425,0.44975,0.44225,0.518125,0.463375,0.46375,0.508625,0.479625,0.508875,0.623125,0.48725,0.51175,0.492,0.48525,0.45575,0.481875,0.46225,0.47625,0.466,0.465875,0.474625,0.492375,0.509375,0.6445,0.476125,0.4695,0.512875,0.448625,0.478125,0.454625,0.504125,0.499625,0.63975,0.638375,0.460875,0.49025,0.49975,0.465,0.479875,0.50375,0.4695,0.4765,0.472125,0.480875,0.528125,0.484375,0.6345,0.48025,0.508125,0.62725,0.63675,0.50475,0.52,0.52475,0.628125,0.638375,0.6335,0.637375,0.614875,0.651,0.596375,0.633625,0.623375,0.6435,0.635,0.648375,0.516,0.522125,0.521375,0.624375,0.450625
"G_2",0.5065,0,0.461375,0.464625,0.448875,0.484375,0.445,0.442875,0.501875,0.48625,NA,0.481,0.44175,0.489375,0.43475,0.4675,0.48625,0.4675,0.487,0.47575,0.514,0.464875,0.452,0.4575,0.45425,0.4775,0.451125,0.454875,0.440375,0.509375,0.463125,0.462625,0.52025,0.488875,0.507875,0.62975,0.49525,0.51575,0.4935,0.482375,0.456875,0.487875,0.46175,0.478875,0.47525,0.472,0.482125,0.506,0.511125,0.65025,0.47925,0.461,0.523625,0.460875,0.4725,0.45,0.5135,0.49125,0.647125,0.64575,0.46275,0.49225,0.506125,0.47125,0.4795,0.5045,0.4765,0.490125,0.477625,0.481625,0.5325,0.483,0.652375,0.4805,0.51625,0.638375,0.64275,0.518375,0.52375,0.52775,0.640625,0.640375,0.644,0.6395,0.61925,0.65,0.60625,0.645375,0.631625,0.649125,0.63975,0.661,0.520375,0.522875,0.51325,0.628125,0.454125
"G_3",0.538625,0.538625,0,0.502625,0.487875,0.52575,0.47925,0.47675,0.542125,0.519,NA,0.5185,0.49,0.523625,0.46875,0.503625,0.5415,0.498,0.526875,0.503125,0.54525,0.505875,0.495375,0.487125,0.491375,0.524,0.48325,0.483375,0.486875,0.547,0.512,0.509375,0.552875,0.5245,0.542625,0.65225,0.5285,0.547375,0.52825,0.5195,0.484625,0.5225,0.497875,0.515125,0.51025,0.521,0.518125,0.532,0.561125,0.67025,0.511625,0.5005,0.554125,0.4915,0.519375,0.489,0.54725,0.53425,0.6635,0.66575,0.502125,0.530625,0.53475,0.514125,0.528,0.5495,0.508875,0.528125,0.51275,0.523,0.574875,0.521125,0.6705,0.520625,0.5395,0.65775,0.660125,0.553,0.55075,0.5625,0.666375,0.660625,0.6595,0.660375,0.651625,0.673375,0.633375,0.66425,0.65325,0.67275,0.66475,0.67625,0.55125,0.55825,0.553875,0.646375,0.491875
"G_4",0.533125,0.535375,0.497375,0,0.49,0.516125,0.477,0.472625,0.5345,0.51125,NA,0.514125,0.47675,0.524,0.463875,0.498125,0.525125,0.50025,0.50975,0.50175,0.538625,0.496375,0.486875,0.48175,0.482125,0.500625,0.479125,0.47825,0.475375,0.541625,0.50625,0.502625,0.53725,0.513125,0.543,0.6445,0.524,0.54175,0.52225,0.519875,0.480625,0.5075,0.4865,0.509125,0.51025,0.502875,0.5025,0.534125,0.544375,0.66325,0.505,0.495,0.545625,0.48525,0.5075,0.477625,0.539125,0.527125,0.660875,0.65625,0.4895,0.524,0.529,0.501625,0.51425,0.541,0.506875,0.514125,0.506625,0.513625,0.56275,0.515125,0.665,0.50575,0.53725,0.650375,0.654375,0.5455,0.54675,0.553,0.660625,0.65475,0.660375,0.65275,0.643875,0.672,0.622125,0.663,0.64825,0.666125,0.66125,0.6675,0.551625,0.547875,0.54225,0.644,0.4825
"G_5",0.545,0.551125,0.512125,0.51,0,0.5325,0.488625,0.4855,0.5495,0.52725,NA,0.534625,0.4935,0.5325,0.4765,0.50775,0.54525,0.520125,0.531875,0.526875,0.561375,0.517,0.50675,0.497125,0.501,0.53375,0.488875,0.498375,0.491875,0.558125,0.513375,0.51475,0.557,0.532375,0.5615,0.66025,0.5395,0.561875,0.541375,0.53675,0.49275,0.525,0.498125,0.52025,0.523875,0.525375,0.528125,0.546,0.559625,0.675375,0.523625,0.519875,0.56375,0.50425,0.530375,0.5,0.5475,0.545625,0.669125,0.667875,0.517,0.541,0.554125,0.52825,0.53,0.547375,0.52175,0.534,0.521,0.523375,0.580125,0.531625,0.670625,0.533125,0.555125,0.659625,0.66575,0.564,0.560625,0.5675,0.667125,0.665375,0.671375,0.6635,0.6525,0.687375,0.632,0.665,0.662,0.674375,0.66825,0.682125,0.56075,0.560625,0.55975,0.65125,0.49825
"G_6",0.51525,0.515625,0.47425,0.483875,0.4675,0,0.46825,0.4535,0.517125,0.493875,NA,0.499625,0.46575,0.5135,0.440875,0.478625,0.505875,0.482,0.496625,0.493375,0.523625,0.479875,0.470375,0.46925,0.469375,0.495625,0.456,0.468375,0.460375,0.529125,0.482,0.482625,0.53075,0.505875,0.5195,0.6325,0.502375,0.519375,0.50375,0.50225,0.463625,0.50075,0.475625,0.493,0.48925,0.492125,0.487125,0.514375,0.526125,0.657125,0.492,0.47975,0.5275,0.470875,0.48825,0.460625,0.520125,0.505,0.655125,0.648625,0.48175,0.50725,0.515875,0.48775,0.496375,0.525875,0.485625,0.488375,0.4845,0.4905,0.548,0.495625,0.65425,0.49475,0.520875,0.642,0.644375,0.52725,0.53225,0.53675,0.649875,0.653375,0.64675,0.64675,0.630125,0.661,0.616,0.650375,0.637625,0.65525,0.649875,0.6575,0.537125,0.535,0.532625,0.638125,0.469625
"G_7",0.55775,0.555,0.52075,0.523,0.511375,0.53175,0,0.489375,0.559875,0.53,NA,0.545,0.5025,0.5325,0.47775,0.51975,0.5555,0.524125,0.534,0.526625,0.566125,0.525375,0.508125,0.500625,0.512125,0.528125,0.50725,0.51025,0.507625,0.566,0.52025,0.51725,0.56375,0.5405,0.565,0.66275,0.54125,0.567375,0.548875,0.546,0.500375,0.5295,0.518125,0.53475,0.53225,0.53525,0.53175,0.546625,0.5655,0.6745,0.533125,0.517625,0.57025,0.5075,0.53425,0.50825,0.55825,0.547875,0.6755,0.672,0.521375,0.538625,0.549375,0.532875,0.5385,0.5565,0.51925,0.52425,0.535,0.530375,0.5785,0.531,0.674375,0.524875,0.561125,0.667625,0.66725,0.57425,0.573375,0.576625,0.668,0.66975,0.678125,0.66475,0.651875,0.6825,0.63775,0.663375,0.662625,0.6765,0.66975,0.6815,0.56775,0.5745,0.567,0.65525,0.508625
"G_8",0.54975,0.557125,0.52325,0.527375,0.5145,0.5465,0.510625,0,0.563,0.54525,NA,0.539875,0.515625,0.545375,0.479625,0.527625,0.568125,0.527,0.5385,0.52925,0.557125,0.528125,0.50425,0.5175,0.520125,0.531125,0.50575,0.513,0.511375,0.571375,0.5305,0.520125,0.572625,0.544375,0.56575,0.66025,0.55075,0.562,0.545875,0.551125,0.513375,0.535875,0.518875,0.541125,0.528125,0.534375,0.539,0.559125,0.561375,0.682625,0.53925,0.5185,0.567625,0.512625,0.539125,0.51425,0.568125,0.549625,0.676625,0.677,0.530875,0.54525,0.547625,0.536625,0.5455,0.561125,0.530875,0.531625,0.530125,0.528625,0.574,0.530125,0.677,0.534375,0.5515,0.663125,0.669375,0.56675,0.569125,0.583625,0.674125,0.670125,0.671875,0.668375,0.656625,0.690625,0.640375,0.666125,0.659875,0.673625,0.67825,0.68,0.56625,0.57625,0.573375,0.65775,0.514875
"G_9",0.496625,0.498125,0.457875,0.4655,0.4505,0.482875,0.440125,0.437,0,0.48725,NA,0.473,0.451125,0.484625,0.442125,0.462125,0.491,0.458,0.476625,0.477875,0.503,0.462625,0.449875,0.4595,0.455125,0.474625,0.4425,0.4415,0.439,0.51675,0.473375,0.459875,0.5165,0.4865,0.517,0.62825,0.492,0.505875,0.49825,0.485125,0.44825,0.4835,0.4565,0.48,0.473625,0.47125,0.475,0.494875,0.5135,0.65675,0.46625,0.46425,0.513,0.442,0.4775,0.453875,0.512,0.486375,0.644625,0.6385,0.457,0.491875,0.496125,0.470375,0.4845,0.50325,0.466375,0.486125,0.46425,0.476875,0.527875,0.479125,0.646125,0.474625,0.51325,0.637875,0.636625,0.513,0.51825,0.52325,0.633875,0.646,0.641625,0.636125,0.623625,0.659375,0.611875,0.639625,0.62825,0.645625,0.640625,0.649375,0.512375,0.521375,0.514875,0.62975,0.44875
"G_10",0.51925,0.51375,0.481,0.48875,0.47275,0.506125,0.47,0.45475,0.51275,0,NA,0.499375,0.47475,0.51225,0.460625,0.48725,0.51025,0.483625,0.492375,0.490125,0.524375,0.47225,0.47475,0.4715,0.4705,0.4905,0.464125,0.4635,0.468875,0.527375,0.482,0.485,0.529,0.49575,0.52675,0.632875,0.506375,0.53125,0.505,0.507875,0.4705,0.4985,0.481625,0.49175,0.494125,0.495875,0.496125,0.51575,0.531125,0.657,0.492875,0.473,0.529125,0.475125,0.48375,0.477375,0.525375,0.505125,0.6505,0.654625,0.46925,0.50975,0.52175,0.48725,0.495375,0.522375,0.487,0.494375,0.49325,0.498875,0.546375,0.494125,0.6535,0.4925,0.530375,0.649875,0.645125,0.53375,0.5315,0.547625,0.65375,0.65375,0.653875,0.64775,0.63975,0.663,0.620625,0.646875,0.634875,0.655125,0.646,0.66475,0.52275,0.5335,0.5305,0.642375,0.463375
"G_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G_12",0.528125,0.519,0.4815,0.485875,0.465375,0.500375,0.455,0.460125,0.527,0.500625,NA,0,0.46175,0.513125,0.455125,0.488375,0.518125,0.486875,0.50425,0.495125,0.531375,0.473875,0.470125,0.47025,0.466,0.5,0.464625,0.46425,0.455375,0.537125,0.481625,0.48025,0.542625,0.506625,0.532625,0.6425,0.519625,0.53025,0.520875,0.50825,0.475625,0.4925,0.484875,0.4925,0.49725,0.488875,0.496875,0.5155,0.532375,0.66075,0.49775,0.4835,0.537375,0.471375,0.49325,0.46925,0.527875,0.517,0.65625,0.661125,0.474625,0.512125,0.52075,0.492375,0.499625,0.5295,0.490375,0.50225,0.489125,0.50625,0.556625,0.5055,0.67025,0.499,0.534,0.65225,0.652875,0.538,0.544875,0.545,0.656625,0.657375,0.658,0.652875,0.638875,0.671,0.621875,0.65725,0.648,0.663625,0.658375,0.6655,0.538125,0.545,0.53725,0.63725,0.474
"G_13",0.556125,0.55825,0.51,0.52325,0.5065,0.53425,0.4975,0.484375,0.548875,0.52525,NA,0.53825,0,0.536125,0.475875,0.5125,0.55025,0.51525,0.529625,0.525625,0.5645,0.518875,0.510125,0.50375,0.506,0.5255,0.49775,0.510375,0.499375,0.5695,0.507875,0.5105,0.56275,0.5345,0.562125,0.66,0.53725,0.556125,0.541625,0.54425,0.501125,0.5345,0.51925,0.52575,0.521625,0.522375,0.52575,0.549625,0.5635,0.673875,0.5295,0.509,0.567125,0.501375,0.52825,0.505625,0.559375,0.54675,0.670875,0.67275,0.5105,0.543875,0.556625,0.524125,0.52575,0.548125,0.518375,0.522875,0.521125,0.52925,0.572375,0.54125,0.676125,0.52875,0.552375,0.6625,0.66425,0.56125,0.5655,0.56775,0.67675,0.6715,0.67575,0.662125,0.6515,0.68425,0.629375,0.667125,0.663875,0.673375,0.67175,0.676375,0.56625,0.567875,0.5665,0.655875,0.498125
"G_14",0.50975,0.510625,0.476375,0.476,0.4675,0.4865,0.4675,0.454625,0.515375,0.48775,NA,0.486875,0.463875,0,0.4435,0.490125,0.507875,0.485625,0.488875,0.489625,0.519125,0.485625,0.472,0.46075,0.47025,0.492,0.458375,0.464,0.468,0.53525,0.487375,0.481125,0.521625,0.4965,0.519,0.630875,0.507375,0.51975,0.507625,0.503,0.467875,0.496,0.479375,0.49225,0.479,0.488625,0.493,0.51275,0.527,0.648375,0.484375,0.478625,0.52725,0.466875,0.49175,0.468375,0.519125,0.5085,0.649875,0.64025,0.48,0.50675,0.517125,0.485625,0.49025,0.525625,0.4815,0.482125,0.488875,0.49375,0.531125,0.5005,0.651,0.481375,0.515,0.637,0.641,0.524875,0.52875,0.541125,0.6445,0.647,0.647,0.637625,0.63175,0.655,0.611,0.63825,0.6335,0.648875,0.6425,0.64775,0.524875,0.524,0.524,0.6275,0.4685
"G_15",0.574875,0.56525,0.53125,0.536125,0.5235,0.559125,0.52225,0.520375,0.557875,0.539375,NA,0.544875,0.524125,0.5565,0,0.53875,0.562625,0.52725,0.552375,0.544,0.5715,0.522625,0.519625,0.523,0.526,0.531125,0.514125,0.52025,0.517,0.5715,0.529375,0.527,0.578625,0.542875,0.568125,0.67175,0.548,0.56925,0.558375,0.55775,0.51225,0.543375,0.532125,0.5495,0.53625,0.5335,0.533875,0.570125,0.56975,0.681875,0.5465,0.531875,0.579875,0.532,0.542625,0.53125,0.569625,0.54175,0.670875,0.68375,0.531625,0.55725,0.56275,0.5345,0.5395,0.57125,0.5305,0.530625,0.53625,0.545625,0.5845,0.545375,0.681,0.53275,0.569125,0.667125,0.670625,0.565875,0.576375,0.58425,0.68075,0.677,0.673125,0.669375,0.660375,0.692875,0.639125,0.675625,0.66625,0.68475,0.672625,0.67975,0.579125,0.57575,0.581125,0.66525,0.529125
"G_16",0.528125,0.5325,0.496375,0.501875,0.49225,0.521375,0.48025,0.472375,0.537875,0.51275,NA,0.511625,0.4875,0.509875,0.46125,0,0.53075,0.506,0.51625,0.508625,0.5495,0.503125,0.486125,0.48425,0.48625,0.514875,0.482875,0.48225,0.479,0.553,0.503875,0.496125,0.541,0.518125,0.55125,0.6465,0.528125,0.543875,0.526625,0.52875,0.495,0.517375,0.490875,0.509375,0.505625,0.508375,0.513125,0.53075,0.553625,0.66625,0.503875,0.497375,0.5585,0.4875,0.509625,0.47975,0.539125,0.53425,0.66325,0.656125,0.493875,0.52475,0.535375,0.505,0.522125,0.53925,0.502125,0.512625,0.513625,0.519125,0.564625,0.514375,0.67325,0.5165,0.54125,0.65425,0.657375,0.54325,0.55525,0.568,0.66275,0.660875,0.661,0.6565,0.649,0.680125,0.626875,0.656125,0.653125,0.67225,0.662625,0.670625,0.5455,0.5565,0.55125,0.644375,0.491375
"G_17",0.505625,0.51375,0.4585,0.474875,0.45475,0.494125,0.4445,0.431875,0.509,0.48975,NA,0.481875,0.44975,0.492125,0.437375,0.46925,0,0.462875,0.483375,0.48425,0.510625,0.47275,0.457,0.459,0.458375,0.477125,0.452875,0.448125,0.447,0.5175,0.466875,0.468875,0.519,0.4885,0.511,0.630375,0.496875,0.51475,0.493,0.484625,0.452875,0.48525,0.473125,0.47825,0.483625,0.48325,0.482125,0.512125,0.522125,0.65475,0.4835,0.46325,0.528375,0.45775,0.482,0.45625,0.522,0.5015,0.647375,0.64175,0.461875,0.498375,0.50625,0.47575,0.498625,0.508375,0.473375,0.481375,0.469125,0.4875,0.530125,0.483875,0.651,0.480625,0.517,0.642125,0.639,0.526125,0.524875,0.52525,0.643125,0.650875,0.64725,0.641125,0.627375,0.661125,0.611875,0.64625,0.640125,0.64725,0.645375,0.6585,0.52375,0.529875,0.516875,0.631,0.452625
"G_18",0.53275,0.5325,0.502,0.49975,0.479875,0.518,0.475875,0.473,0.542,0.516375,NA,0.513125,0.48475,0.514375,0.47275,0.494,0.537125,0,0.51725,0.506375,0.536875,0.4965,0.4825,0.490125,0.48775,0.513875,0.47225,0.481625,0.4805,0.54775,0.502125,0.4955,0.540125,0.51525,0.542125,0.649,0.52975,0.552,0.527625,0.522125,0.478625,0.5105,0.48925,0.513625,0.499375,0.5045,0.5135,0.523875,0.550625,0.67125,0.508625,0.495125,0.546125,0.488125,0.5045,0.47575,0.542375,0.52525,0.665625,0.657875,0.497,0.52075,0.521625,0.511,0.519625,0.544375,0.501375,0.525375,0.511125,0.501625,0.557125,0.50775,0.664625,0.50975,0.534375,0.65825,0.650375,0.550375,0.5485,0.559875,0.659125,0.66175,0.665875,0.649625,0.642125,0.67625,0.625,0.66075,0.649375,0.665625,0.661,0.668,0.549375,0.5525,0.544875,0.64775,0.489625
"G_19",0.516375,0.513,0.473125,0.49025,0.468125,0.503375,0.466,0.4615,0.523375,0.507625,NA,0.49575,0.470375,0.511125,0.447625,0.48375,0.516625,0.48275,0,0.501875,0.522375,0.484125,0.47275,0.464875,0.476125,0.491,0.465625,0.46825,0.465875,0.535,0.485875,0.478375,0.526,0.51325,0.530375,0.640125,0.50925,0.518875,0.51,0.5085,0.479,0.50275,0.48625,0.497125,0.49075,0.49125,0.4935,0.5205,0.526875,0.65625,0.492375,0.472625,0.53275,0.472125,0.49475,0.47225,0.530375,0.50875,0.657,0.6495,0.48425,0.512375,0.5235,0.49025,0.501375,0.522875,0.49,0.487875,0.492,0.50275,0.534,0.496625,0.65175,0.493125,0.52375,0.64225,0.651125,0.530625,0.531,0.544625,0.64675,0.6505,0.6545,0.643875,0.635125,0.664,0.621625,0.64825,0.650875,0.653875,0.64775,0.6555,0.532125,0.543,0.531625,0.632,0.479375
"G_20",0.526625,0.52425,0.496875,0.49825,0.473125,0.506625,0.473375,0.47075,0.522125,0.509875,NA,0.504875,0.474375,0.510375,0.456,0.491375,0.51575,0.493625,0.498125,0,0.5335,0.491875,0.478,0.477375,0.48075,0.504375,0.471875,0.476875,0.4685,0.533125,0.4965,0.487875,0.528,0.514875,0.527,0.6425,0.519,0.534375,0.5195,0.517875,0.4745,0.506375,0.496375,0.500125,0.503375,0.499125,0.50075,0.526625,0.532625,0.660125,0.49925,0.487,0.5375,0.4755,0.50925,0.47525,0.5265,0.516625,0.6525,0.651125,0.483125,0.521375,0.532875,0.4965,0.510625,0.527625,0.50075,0.502875,0.501625,0.504625,0.547375,0.50825,0.653,0.50375,0.527375,0.646875,0.651,0.52975,0.544625,0.546,0.65075,0.65525,0.649,0.646125,0.632625,0.662375,0.620125,0.65075,0.642,0.65725,0.64875,0.656875,0.546,0.532625,0.5375,0.63775,0.47825
"G_21",0.496875,0.486,0.45475,0.461375,0.438625,0.476375,0.433875,0.442875,0.497,0.475625,NA,0.468625,0.4355,0.480875,0.4285,0.4505,0.489375,0.463125,0.477625,0.4665,0,0.452125,0.441375,0.437625,0.4395,0.45675,0.437,0.441,0.4335,0.509625,0.457375,0.454875,0.506625,0.48475,0.505375,0.622125,0.485,0.505625,0.490375,0.482125,0.442125,0.473875,0.453125,0.45825,0.467,0.459,0.469,0.4865,0.506875,0.64375,0.465125,0.448625,0.51,0.444375,0.46075,0.440375,0.5025,0.490375,0.64175,0.6335,0.45475,0.4845,0.49325,0.46425,0.467625,0.50375,0.456625,0.473375,0.456875,0.475625,0.519875,0.46675,0.637875,0.46875,0.50125,0.62825,0.637625,0.50625,0.506,0.518625,0.633625,0.642,0.64025,0.629125,0.616,0.64875,0.602375,0.644,0.6295,0.644,0.638625,0.643125,0.50925,0.51575,0.506875,0.620375,0.43975
"G_22",0.542875,0.535125,0.494125,0.503625,0.483,0.520125,0.474625,0.471875,0.537375,0.52775,NA,0.526125,0.481125,0.514375,0.477375,0.496875,0.52725,0.5035,0.515875,0.508125,0.547875,0,0.49,0.494375,0.481875,0.50925,0.481625,0.48825,0.482875,0.546375,0.5035,0.503625,0.54675,0.519375,0.5445,0.651375,0.529375,0.54425,0.53425,0.522375,0.484125,0.520125,0.490375,0.51475,0.510625,0.509125,0.510125,0.529875,0.550125,0.66725,0.507875,0.489625,0.549125,0.485625,0.513,0.486375,0.542875,0.53775,0.670625,0.659125,0.498,0.522375,0.541625,0.514375,0.520625,0.54725,0.5115,0.523875,0.5105,0.51275,0.562375,0.513,0.6715,0.513125,0.547625,0.654875,0.6595,0.5485,0.553875,0.553,0.661625,0.664625,0.667875,0.6665,0.645125,0.678875,0.620125,0.663125,0.6505,0.666375,0.666,0.674625,0.55175,0.55725,0.55375,0.650875,0.488125
"G_23",0.545,0.548,0.504625,0.513125,0.49325,0.529625,0.491875,0.49575,0.550125,0.52525,NA,0.529875,0.489875,0.528,0.480375,0.513875,0.543,0.5175,0.52725,0.522,0.558625,0.51,0,0.49125,0.502125,0.516375,0.4885,0.499375,0.4925,0.56875,0.517,0.511375,0.553375,0.53125,0.555375,0.656875,0.538,0.549125,0.547125,0.538,0.498375,0.523875,0.50775,0.5245,0.52575,0.52225,0.517,0.554875,0.55475,0.675625,0.517625,0.508625,0.555625,0.500875,0.52425,0.49925,0.5485,0.53675,0.671,0.673,0.511,0.54325,0.537875,0.520875,0.5205,0.5565,0.507875,0.516625,0.519625,0.524625,0.571,0.525,0.675875,0.519,0.554875,0.66075,0.66425,0.560625,0.563375,0.571,0.6655,0.66775,0.6665,0.666,0.648125,0.681125,0.63475,0.671625,0.660625,0.674625,0.67125,0.677875,0.566125,0.563,0.55775,0.65,0.500625
"G_24",0.5505,0.5425,0.512875,0.51825,0.502875,0.53075,0.499375,0.4825,0.5405,0.5285,NA,0.52975,0.49625,0.53925,0.477,0.51575,0.541,0.509875,0.535125,0.522625,0.562375,0.505625,0.50875,0,0.5075,0.52175,0.492625,0.496,0.502,0.552625,0.5185,0.51025,0.554,0.523625,0.558125,0.656875,0.536375,0.554125,0.5385,0.54425,0.5035,0.530625,0.512875,0.5325,0.52525,0.52225,0.521375,0.549375,0.5515,0.676125,0.524875,0.511625,0.56475,0.498875,0.528125,0.5005,0.5535,0.531625,0.661375,0.668,0.513125,0.539625,0.55125,0.51975,0.53425,0.55125,0.51725,0.52525,0.51825,0.529,0.570875,0.524125,0.67275,0.5295,0.547,0.665,0.668625,0.559,0.56025,0.570125,0.6675,0.66525,0.665,0.6605,0.650625,0.681875,0.632375,0.66125,0.658125,0.677125,0.672625,0.67625,0.563875,0.56775,0.56175,0.653625,0.500375
"G_25",0.545125,0.54575,0.508625,0.517875,0.499,0.530625,0.487875,0.479875,0.544875,0.5295,NA,0.534,0.494,0.52975,0.474,0.51375,0.541625,0.51225,0.523875,0.51925,0.5605,0.518125,0.497875,0.4925,0,0.51875,0.49225,0.498,0.485,0.542375,0.5105,0.50025,0.559125,0.528375,0.55725,0.652375,0.54075,0.558875,0.543125,0.54125,0.49175,0.53325,0.506875,0.51925,0.527125,0.530875,0.518875,0.53725,0.55975,0.675,0.52725,0.505125,0.56225,0.49425,0.518375,0.494125,0.552125,0.540125,0.66925,0.6675,0.50275,0.534625,0.549125,0.51525,0.52275,0.553125,0.518875,0.533625,0.521875,0.522125,0.577375,0.519375,0.6685,0.521625,0.551125,0.66325,0.662375,0.554,0.561375,0.567125,0.66925,0.666875,0.6725,0.664,0.654375,0.684625,0.63525,0.66725,0.66275,0.669375,0.669625,0.67775,0.553375,0.561875,0.562125,0.655625,0.492875
"G_26",0.52575,0.5225,0.476,0.499375,0.46625,0.504375,0.471875,0.468875,0.525375,0.5095,NA,0.5,0.4745,0.508,0.468875,0.485125,0.522875,0.486125,0.509,0.495625,0.54325,0.49075,0.483625,0.47825,0.48125,0,0.468875,0.47575,0.470875,0.548875,0.49775,0.483125,0.534875,0.51625,0.53275,0.644375,0.513,0.537625,0.52075,0.514875,0.478125,0.51325,0.4765,0.49575,0.506625,0.496625,0.49875,0.52125,0.540125,0.666625,0.497125,0.4865,0.54975,0.48825,0.5015,0.483875,0.53475,0.522375,0.6625,0.6535,0.484125,0.522625,0.528625,0.499,0.512875,0.53625,0.485375,0.51125,0.495875,0.506375,0.5565,0.499625,0.66225,0.505125,0.528,0.651875,0.64825,0.542,0.550875,0.54075,0.65725,0.66425,0.6635,0.654625,0.645,0.67925,0.6265,0.6505,0.64475,0.657125,0.664375,0.668625,0.535875,0.5505,0.540875,0.640375,0.4835
"G_27",0.55575,0.548875,0.51675,0.520875,0.511125,0.544,0.49275,0.49425,0.5575,0.535875,NA,0.535375,0.50225,0.541625,0.485875,0.517125,0.547125,0.52775,0.534375,0.528125,0.563,0.518375,0.5115,0.507375,0.50775,0.531125,0,0.5065,0.49675,0.565375,0.526125,0.521125,0.562125,0.53625,0.574,0.656875,0.550625,0.5615,0.547375,0.551,0.51125,0.5355,0.5235,0.53425,0.530125,0.535125,0.535125,0.55575,0.570625,0.67725,0.5355,0.520875,0.562125,0.504375,0.53375,0.507625,0.556,0.5505,0.671125,0.671875,0.513,0.544125,0.55675,0.531,0.531,0.559375,0.528375,0.53625,0.52775,0.5385,0.581625,0.536375,0.672125,0.531125,0.559125,0.664875,0.66975,0.564375,0.56075,0.57325,0.6665,0.665875,0.668875,0.669625,0.652625,0.68375,0.635,0.668875,0.667,0.676375,0.667,0.678375,0.5715,0.576125,0.568625,0.656125,0.50575
"G_28",0.55025,0.545125,0.516625,0.52175,0.501625,0.531625,0.48975,0.487,0.5585,0.5365,NA,0.53575,0.489625,0.536,0.47975,0.51775,0.551875,0.518375,0.53175,0.523125,0.559,0.51175,0.500625,0.504,0.502,0.52425,0.4935,0,0.494375,0.571625,0.52375,0.5115,0.558125,0.5375,0.565375,0.656125,0.543625,0.5585,0.541375,0.538875,0.501625,0.530375,0.509125,0.521625,0.52425,0.52975,0.53025,0.547125,0.55825,0.67775,0.526125,0.52325,0.570125,0.500875,0.52975,0.4935,0.560125,0.548875,0.6715,0.670375,0.516,0.5475,0.54675,0.521625,0.536375,0.55725,0.525375,0.5385,0.525625,0.5285,0.577,0.538875,0.677,0.528,0.56125,0.6635,0.670625,0.560625,0.566125,0.576375,0.672,0.6735,0.6705,0.659375,0.654625,0.687,0.639,0.665375,0.659625,0.67625,0.66875,0.683875,0.560125,0.567375,0.57125,0.650625,0.502625
"G_29",0.55775,0.559625,0.513125,0.524625,0.508125,0.539625,0.492375,0.488625,0.561,0.531125,NA,0.544625,0.500625,0.532,0.483,0.521,0.553,0.5195,0.534125,0.5315,0.5665,0.517125,0.5075,0.498,0.515,0.529125,0.50325,0.505625,0,0.5685,0.525375,0.519875,0.559125,0.5425,0.561625,0.662375,0.551,0.56725,0.5455,0.5435,0.504,0.52925,0.51425,0.5305,0.530125,0.533,0.536125,0.549,0.5665,0.682875,0.530125,0.515625,0.5685,0.51375,0.533625,0.503,0.567,0.553625,0.67475,0.6755,0.518125,0.540625,0.552,0.523375,0.5395,0.557875,0.526125,0.539,0.53,0.535375,0.580125,0.5325,0.68225,0.535375,0.564125,0.664375,0.666375,0.571375,0.57175,0.577375,0.67,0.672625,0.673875,0.667625,0.651375,0.689,0.63675,0.672625,0.659,0.678875,0.670375,0.68275,0.572,0.575875,0.572,0.656125,0.505375
