"","G_1","G_2","G_3","G_4","G_5","G_6","G_7","G_8","G_9","G_10","G_11","G_12","G_13","G_14","G_15","G_16","G_17","G_18","G_19","G_20","G_21","G_22","G_23","G_24","G_25","G_26","G_27","G_28","G_29","G_30","G_31","G_32","G_33","G_34","G_35","G_36","G_37","G_38","G_39","G_40","G_41","G_42","G_43","G_44","G_45","G_46","G_47","G_48","G_49","G_50","G_51","G_52","G_53","G_54","G_56","G_57","G_58","G_59","G_60","G_61","G_62","G_63","G_64","G_65","G_66","G_67","G_68","G_69","G_70","G_71","G_72","G_73","G_74","G_75","G_76","G_77","G_78","G_79","G_80","G_81","G_82","G_83","G_84","G_85","G_86","G_87","G_88","G_89","G_90","G_91","G_92","G_93","G_94","G_95","G_96","G_97","G_98"
"G_56",0.688625,0.88925,0.857625,0.898125,0.5065,0.86825,0.140375,0.905875,0.685875,0.876875,0.7415,0.29775,0.913125,0.82425,0.09675,0.839625,0.88,0.501125,0.596,0.90475,0.872,0.087625,0.1,0.11175,0.92075,0.826875,0.849125,0.907375,0.874625,0.802625,0.895375,0.920875,0.83675,0.866625,0.767375,0.885,0.3635,0.868375,0.77925,0.920625,0.926,0.916125,0.87925,0.86975,0.874,0.91475,0.909,0.462,0.85525,0.86025,0.870125,0.873625,0.850375,0.551375,0,0.151875,0.5855,0.277375,0.359625,0.102,0.37325,0.832375,0.809375,0.414375,0.32425,0.20125,0.9065,0.406625,0.804375,0.734,0.6895,0.839,0.14875,0.329625,0.446125,0.313125,0.368375,0.15975,0.479,0.260625,0.17775,0.119125,0.457375,0.20225,0.094125,0.09225,0.323375,0.8245,0.438875,0.68975,0.215125,0.905375,0.608375,0.211375,0.202,0.098125,0.79125
"G_57",0.870625,0.91475,0.9065,0.9085,0.844625,0.9135,0.457375,0.931375,0.8855,0.9165,0.853375,0.705125,0.936375,0.895,0.22575,0.918125,0.925875,0.84575,0.795875,0.93,0.901,0.137375,0.150125,0.256875,0.933375,0.91725,0.922125,0.937875,0.908125,0.917875,0.92275,0.944625,0.908375,0.92175,0.91425,0.929875,0.6525,0.908375,0.89875,0.92325,0.9305,0.935375,0.922625,0.9115,0.938125,0.953125,0.9275,0.768875,0.919125,0.923375,0.911375,0.91575,0.921875,0.8595,0.848125,0,0.777,0.540875,0.5985,0.189,0.802,0.8935,0.90925,0.800875,0.6555,0.5165,0.924875,0.811625,0.92525,0.89675,0.873875,0.89225,0.283125,0.763125,0.69225,0.538875,0.583375,0.31,0.716625,0.4965,0.4025,0.169375,0.678,0.438,0.17975,0.158375,0.56575,0.89925,0.69225,0.8205,0.43075,0.9285,0.80625,0.415,0.388,0.128625,0.922
"G_58",0.60575,0.861375,0.863,0.873625,0.41075,0.786875,0.2145,0.805125,0.57175,0.800625,0.6485,0.31525,0.903,0.777875,0.14325,0.71475,0.83075,0.405,0.485875,0.8825,0.822,0.116125,0.1055,0.165,0.9065,0.64075,0.66125,0.8835,0.787125,0.658,0.801,0.920875,0.784125,0.8235,0.652375,0.824,0.331875,0.86675,0.667625,0.881625,0.854875,0.921875,0.879375,0.8825,0.8795,0.908875,0.864375,0.393125,0.76425,0.860125,0.831375,0.813625,0.8535,0.453375,0.4145,0.223,0,0.281625,0.3375,0.127625,0.349625,0.74525,0.674625,0.3575,0.316375,0.242125,0.7455,0.36175,0.633375,0.60975,0.547,0.80725,0.1825,0.327625,0.4085,0.2955,0.35175,0.177875,0.398875,0.271125,0.21275,0.12525,0.39625,0.2245,0.115125,0.114625,0.31475,0.74625,0.398625,0.580625,0.219875,0.881,0.53075,0.231375,0.214875,0.087875,0.573
"G_59",0.769625,0.889625,0.87475,0.904,0.71175,0.862375,0.42375,0.9075,0.770375,0.886125,0.81775,0.597125,0.916375,0.846375,0.248625,0.832625,0.87925,0.69175,0.737125,0.902625,0.871,0.139125,0.09575,0.277375,0.907,0.85225,0.86025,0.91825,0.871375,0.84175,0.888,0.926625,0.871375,0.8845,0.83475,0.88825,0.568375,0.87625,0.81525,0.914375,0.908625,0.920625,0.888625,0.884375,0.8785,0.912375,0.91525,0.666625,0.854875,0.863125,0.87575,0.8855,0.847,0.74525,0.722625,0.459125,0.718375,0,0.5555,0.150625,0.645,0.84675,0.8585,0.662375,0.562125,0.452625,0.898125,0.665125,0.83525,0.796,0.798,0.84075,0.250625,0.62225,0.616625,0.484125,0.549875,0.289375,0.647625,0.455875,0.374375,0.136375,0.62575,0.402375,0.163125,0.0865,0.52075,0.851,0.61275,0.779375,0.379375,0.911125,0.714125,0.37425,0.35225,0.102,0.815125
"G_60",0.7115,0.8765,0.87325,0.8955,0.638875,0.844,0.381375,0.874875,0.721125,0.85875,0.765,0.53475,0.896625,0.823875,0.236,0.797625,0.85875,0.608875,0.658625,0.90425,0.860375,0.159875,0.089,0.268875,0.9135,0.794125,0.80075,0.909375,0.852125,0.791,0.862875,0.91825,0.830125,0.867125,0.79825,0.857375,0.495125,0.872125,0.766875,0.891125,0.894625,0.89875,0.86175,0.8875,0.856,0.92375,0.898625,0.60175,0.8275,0.86125,0.859875,0.860125,0.849625,0.665875,0.640375,0.4015,0.6625,0.4445,0,0.15325,0.571625,0.79925,0.79825,0.594125,0.502125,0.410375,0.859375,0.586875,0.773875,0.735125,0.732375,0.825125,0.26125,0.553875,0.565375,0.4345,0.5215,0.276125,0.580625,0.418125,0.362375,0.13525,0.5705,0.364875,0.16325,0.0925,0.488125,0.8405,0.56,0.715,0.353875,0.88575,0.655875,0.36025,0.339375,0.11,0.743625
"G_61",0.89,0.91025,0.895,0.907375,0.882125,0.901875,0.81175,0.928375,0.87075,0.919,0.89525,0.896875,0.9285,0.8755,0.748625,0.8835,0.9025,0.861,0.876625,0.921875,0.892,0.63575,0.303125,0.76225,0.925875,0.907,0.908625,0.928875,0.884875,0.903,0.914,0.938,0.906625,0.904375,0.93275,0.91275,0.837375,0.9075,0.871,0.926625,0.92675,0.92875,0.9125,0.9065,0.902875,0.9385,0.926625,0.874875,0.886,0.8835,0.902,0.907125,0.871125,0.89475,0.898,0.811,0.872375,0.849375,0.84675,0,0.85875,0.8755,0.90075,0.866125,0.826625,0.81375,0.9155,0.8785,0.8825,0.897875,0.905,0.862,0.658625,0.869875,0.838625,0.80425,0.87375,0.70375,0.864375,0.818625,0.794625,0.230125,0.886125,0.803875,0.58925,0.147,0.83475,0.905125,0.870375,0.875,0.742875,0.922125,0.8745,0.771125,0.741625,0.245,0.89075
"G_62",0.76025,0.91025,0.891,0.902875,0.60825,0.887,0.206375,0.925,0.756375,0.9025,0.7935,0.3885,0.917,0.87325,0.133,0.88825,0.895625,0.633125,0.668875,0.925875,0.8925,0.100125,0.1285,0.160375,0.92825,0.8695,0.895875,0.922875,0.896625,0.8535,0.913375,0.922625,0.88875,0.918625,0.827625,0.911625,0.44775,0.903,0.839875,0.922625,0.9235,0.92525,0.897875,0.915875,0.918125,0.929375,0.928375,0.588375,0.891375,0.915875,0.89175,0.904,0.885375,0.665,0.62675,0.198,0.650375,0.355,0.428375,0.14125,0,0.872625,0.8595,0.5595,0.422125,0.252625,0.911625,0.539875,0.885375,0.8005,0.74675,0.88725,0.20725,0.439125,0.495,0.35425,0.415125,0.2155,0.548,0.337875,0.258,0.149375,0.51425,0.277875,0.129,0.136375,0.41775,0.84925,0.534875,0.73825,0.277875,0.91475,0.662,0.2495,0.25925,0.133625,0.85075
"G_63",0.327,0.806125,0.891125,0.849375,0.171375,0.604625,0.11625,0.48825,0.233625,0.625625,0.41775,0.161875,0.92075,0.585375,0.11475,0.371375,0.728125,0.123875,0.2225,0.878125,0.719375,0.100375,0.114625,0.114,0.8255,0.289625,0.29375,0.790125,0.533375,0.332625,0.540625,0.9405,0.575875,0.6885,0.3415,0.712,0.133125,0.86425,0.3635,0.83725,0.599875,0.92475,0.83,0.864875,0.88475,0.889375,0.72,0.152625,0.51975,0.858125,0.670875,0.60275,0.819,0.17175,0.167625,0.1065,0.25475,0.15325,0.20075,0.1245,0.127375,0,0.34675,0.126625,0.1255,0.1215,0.401125,0.128125,0.265125,0.301625,0.2425,0.715125,0.138,0.13,0.1745,0.145375,0.20525,0.150125,0.20125,0.163,0.13675,0.149125,0.218125,0.13525,0.083625,0.116375,0.16975,0.53475,0.20275,0.322125,0.11075,0.870375,0.23875,0.136375,0.12975,0.122125,0.199875
"G_64",0.43725,0.837625,0.847875,0.8755,0.193625,0.724375,0.1005,0.704125,0.365625,0.7335,0.512,0.153625,0.886375,0.703375,0.0855,0.564875,0.790125,0.163875,0.30225,0.890875,0.787625,0.082,0.085125,0.097125,0.89475,0.443625,0.45925,0.876375,0.724875,0.485125,0.718,0.923625,0.683375,0.777625,0.46075,0.770625,0.1705,0.85225,0.511875,0.871625,0.79925,0.921,0.853,0.86,0.867,0.910875,0.846,0.185875,0.67,0.856875,0.774625,0.750375,0.830125,0.2245,0.190625,0.09075,0.325375,0.1415,0.20175,0.09925,0.1405,0.65325,0,0.138625,0.128125,0.109125,0.627125,0.134875,0.4005,0.439,0.347,0.787875,0.11425,0.138,0.238125,0.1715,0.221625,0.12075,0.238125,0.148625,0.113,0.1105,0.251125,0.110125,0.080125,0.091875,0.16625,0.634875,0.23375,0.44625,0.115375,0.870625,0.353875,0.1435,0.123375,0.082375,0.339125
"G_65",0.73825,0.92725,0.898,0.916875,0.570125,0.885375,0.186375,0.943875,0.7315,0.912375,0.790625,0.366,0.93575,0.867,0.122375,0.862625,0.893125,0.578375,0.64975,0.93775,0.906125,0.110875,0.107625,0.141375,0.946,0.86125,0.871875,0.9455,0.908125,0.8265,0.9255,0.95175,0.879375,0.894,0.822625,0.911125,0.412375,0.917375,0.809375,0.937125,0.9415,0.9395,0.90225,0.92975,0.894875,0.957,0.942625,0.53425,0.8745,0.88825,0.9035,0.91825,0.8685,0.618,0.585625,0.199125,0.6425,0.337625,0.405875,0.133875,0.4405,0.873375,0.861375,0,0.38275,0.24025,0.918,0.47625,0.852375,0.75425,0.736375,0.86,0.16125,0.3955,0.492,0.353625,0.41125,0.202375,0.5395,0.3115,0.227375,0.151,0.499375,0.243625,0.1245,0.11725,0.3885,0.864125,0.50125,0.7415,0.24575,0.927625,0.641625,0.2575,0.235875,0.14425,0.83025
"G_66",0.781375,0.926,0.9175,0.93075,0.65975,0.91425,0.32275,0.93175,0.76475,0.908125,0.809875,0.5125,0.949,0.87675,0.1855,0.887,0.923875,0.644875,0.707875,0.94275,0.8965,0.131125,0.13375,0.2295,0.937125,0.862625,0.88425,0.94875,0.896625,0.848375,0.933,0.9525,0.902875,0.921875,0.843625,0.92875,0.5125,0.92025,0.833875,0.93875,0.93075,0.93975,0.914125,0.92225,0.921125,0.94625,0.93975,0.616,0.884375,0.903375,0.910875,0.91875,0.897375,0.70225,0.67575,0.3445,0.683625,0.437875,0.497875,0.173375,0.577875,0.8745,0.871875,0.61725,0,0.365,0.921125,0.61525,0.86025,0.797625,0.780875,0.888,0.223125,0.5315,0.55,0.434,0.491625,0.264625,0.6285,0.401625,0.323375,0.1635,0.584625,0.34275,0.146375,0.135,0.48325,0.872125,0.579125,0.77525,0.332625,0.931,0.7035,0.328875,0.312,0.153375,0.824125
"G_67",0.8385,0.90875,0.89725,0.90975,0.80075,0.899875,0.46075,0.933375,0.852375,0.91225,0.842625,0.685875,0.923625,0.867375,0.234625,0.902125,0.91175,0.809,0.774625,0.928875,0.90175,0.125625,0.140625,0.297875,0.922875,0.89375,0.9115,0.941375,0.8945,0.911375,0.91925,0.94625,0.890125,0.9145,0.906125,0.92525,0.63225,0.90125,0.865375,0.92,0.927625,0.92225,0.91075,0.91225,0.91975,0.94575,0.922625,0.743125,0.909625,0.9015,0.8885,0.90375,0.885375,0.8185,0.79875,0.4835,0.757875,0.547375,0.589625,0.18625,0.747375,0.8785,0.890875,0.75975,0.635,0,0.92575,0.781875,0.8935,0.87225,0.846375,0.8845,0.28475,0.7065,0.673125,0.5175,0.586375,0.320875,0.7095,0.484875,0.410125,0.15625,0.677625,0.444625,0.18525,0.14525,0.564125,0.893125,0.6905,0.80375,0.409875,0.91875,0.776875,0.41475,0.388625,0.132625,0.906125
"G_68",0.359375,0.817875,0.8445,0.85925,0.1,0.6805,0.082125,0.61375,0.245,0.70175,0.448625,0.106125,0.87125,0.68075,0.076,0.4615,0.771875,0.0965,0.206,0.873125,0.766375,0.079,0.068375,0.086125,0.88075,0.3075,0.30525,0.865375,0.69875,0.36875,0.66925,0.893875,0.6325,0.745,0.342125,0.730125,0.119,0.837375,0.434625,0.859875,0.764875,0.89925,0.85325,0.849,0.84925,0.88025,0.842625,0.119625,0.612625,0.83,0.73775,0.724625,0.814125,0.109375,0.0935,0.075125,0.2545,0.101875,0.140625,0.0845,0.088375,0.598875,0.372875,0.082,0.078875,0.07425,0,0.082875,0.258375,0.339875,0.2125,0.77625,0.093375,0.087375,0.170125,0.12475,0.186125,0.089375,0.17275,0.109875,0.086,0.091125,0.178,0.08975,0.074125,0.08225,0.1155,0.57475,0.172,0.347875,0.080625,0.854,0.268,0.099125,0.103625,0.072375,0.178625
"G_69",0.753625,0.9145,0.8905,0.9145,0.598875,0.891875,0.1605,0.928125,0.741625,0.89475,0.789125,0.363125,0.917875,0.853125,0.1065,0.87725,0.8955,0.60325,0.653,0.93725,0.895,0.082375,0.10675,0.126125,0.927875,0.87175,0.8845,0.921,0.886625,0.84975,0.916,0.940625,0.8735,0.892,0.83675,0.915125,0.422125,0.88925,0.81025,0.91,0.91975,0.932875,0.89075,0.902625,0.898875,0.939625,0.925,0.54325,0.873875,0.879875,0.889,0.908,0.88025,0.64125,0.593375,0.188375,0.63825,0.334875,0.413125,0.1215,0.460125,0.871875,0.865125,0.52375,0.38475,0.218125,0.917125,0,0.85875,0.775625,0.751875,0.857625,0.170375,0.40575,0.49375,0.330375,0.406875,0.1845,0.5445,0.30225,0.229875,0.14075,0.512625,0.234125,0.105,0.110125,0.385,0.855375,0.504375,0.7295,0.2515,0.90875,0.65175,0.240625,0.235,0.1365,0.843625
"G_70",0.494875,0.882875,0.85375,0.90175,0.190375,0.797875,0.086375,0.823625,0.396125,0.823375,0.576625,0.14375,0.91425,0.789625,0.08875,0.680625,0.84075,0.170875,0.364375,0.911375,0.833625,0.08575,0.09725,0.110375,0.91975,0.555875,0.574375,0.904875,0.833125,0.557875,0.827125,0.927,0.764625,0.840625,0.530125,0.822875,0.17825,0.875875,0.585375,0.901875,0.88225,0.915,0.89025,0.8865,0.877375,0.9225,0.912,0.210875,0.77175,0.866125,0.84475,0.85725,0.839,0.22175,0.195625,0.07475,0.366625,0.16475,0.226125,0.1175,0.114625,0.734875,0.5995,0.147625,0.13975,0.1065,0.741625,0.14125,0,0.500375,0.38675,0.83575,0.11325,0.125125,0.252125,0.186125,0.246875,0.121875,0.286125,0.16175,0.124125,0.133125,0.273,0.1265,0.0845,0.090125,0.2085,0.702,0.272875,0.494125,0.11225,0.90175,0.375875,0.129125,0.11775,0.1055,0.393375
"G_71",0.501,0.855,0.88,0.870875,0.269125,0.743125,0.114875,0.725375,0.412,0.76975,0.5855,0.2015,0.90075,0.72175,0.08675,0.620875,0.821125,0.26,0.387875,0.883375,0.8115,0.06475,0.093625,0.104,0.8725,0.530125,0.561625,0.861,0.73825,0.56475,0.74275,0.91825,0.718875,0.799375,0.53875,0.798625,0.2275,0.8705,0.570875,0.87375,0.773625,0.89875,0.864875,0.882375,0.87875,0.90225,0.8295,0.284625,0.698625,0.8625,0.779375,0.762375,0.831875,0.302,0.266,0.10325,0.39025,0.204,0.264875,0.102125,0.1995,0.698375,0.561,0.24575,0.202375,0.12775,0.660125,0.224375,0.499625,0,0.42325,0.800875,0.125,0.194875,0.275125,0.185625,0.26275,0.149375,0.329125,0.193,0.15525,0.133375,0.324375,0.163375,0.079,0.098375,0.235625,0.669875,0.306375,0.4845,0.14275,0.878625,0.39975,0.138125,0.13625,0.11525,0.434625
"G_72",0.561875,0.843375,0.842375,0.88175,0.330875,0.792875,0.121875,0.80925,0.52375,0.800125,0.63225,0.20725,0.894625,0.77,0.0865,0.716875,0.83175,0.314625,0.45075,0.896375,0.825375,0.079875,0.075125,0.098375,0.893625,0.652125,0.655375,0.88575,0.820375,0.64475,0.822625,0.904875,0.754125,0.817875,0.604375,0.816,0.260375,0.85875,0.652375,0.8985,0.87025,0.90025,0.85375,0.85325,0.8545,0.89,0.864875,0.31575,0.774125,0.84775,0.819125,0.829875,0.839,0.36825,0.3105,0.126125,0.453,0.202,0.267625,0.095,0.25325,0.7575,0.653,0.263625,0.219125,0.153625,0.7875,0.248125,0.61325,0.57675,0,0.809375,0.12775,0.2195,0.346,0.228125,0.286375,0.120625,0.353125,0.19425,0.1415,0.098875,0.33675,0.150875,0.080875,0.08825,0.234875,0.73,0.335875,0.564625,0.1525,0.886,0.4635,0.176125,0.153,0.08725,0.5535
"G_73",0.233125,0.6415,0.769875,0.66075,0.155,0.40625,0.113875,0.27075,0.1435,0.434625,0.293,0.164875,0.81975,0.32425,0.102125,0.197875,0.526375,0.12475,0.166875,0.728875,0.492375,0.113625,0.10625,0.144125,0.53175,0.19325,0.18325,0.49175,0.272625,0.21,0.3005,0.879375,0.37725,0.461625,0.229375,0.527625,0.12575,0.75,0.208625,0.656625,0.322,0.88825,0.564125,0.7,0.8115,0.650375,0.417375,0.158375,0.292625,0.7975,0.3965,0.316875,0.68525,0.154125,0.161,0.10775,0.19275,0.15925,0.174875,0.138,0.11275,0.284875,0.212125,0.14,0.112,0.1155,0.22375,0.142375,0.16425,0.199125,0.190625,0,0.124375,0.1135,0.13475,0.134625,0.189,0.15775,0.178125,0.1575,0.14725,0.146625,0.193375,0.134,0.108,0.117125,0.156125,0.35725,0.184,0.219625,0.1115,0.776875,0.169375,0.129625,0.1345,0.135375,0.1465
"G_74",0.864,0.89175,0.880125,0.891,0.835375,0.88,0.7115,0.915875,0.845625,0.8985,0.8585,0.8165,0.91275,0.855125,0.557125,0.876,0.889,0.838875,0.83475,0.912875,0.8855,0.43225,0.1695,0.613625,0.906125,0.88475,0.87925,0.907625,0.88125,0.8885,0.897375,0.919125,0.877375,0.897875,0.89775,0.904125,0.772125,0.893125,0.84875,0.892375,0.913125,0.91225,0.88575,0.899375,0.887125,0.931,0.919,0.831125,0.885375,0.885375,0.871125,0.888875,0.859375,0.858375,0.85125,0.716875,0.8175,0.749375,0.73875,0.341375,0.79275,0.862,0.88575,0.83875,0.776875,0.71525,0.906625,0.829625,0.88675,0.875,0.87225,0.875625,0,0.8135,0.771625,0.69325,0.759125,0.545375,0.80625,0.699125,0.65775,0.15825,0.80625,0.672875,0.41575,0.107875,0.7355,0.885875,0.799625,0.84375,0.612125,0.9065,0.818625,0.615125,0.604625,0.17375,0.874375
"G_75",0.76,0.897375,0.882,0.89175,0.670625,0.884875,0.20775,0.91375,0.78,0.88925,0.803125,0.436,0.9125,0.847625,0.132875,0.867375,0.89325,0.682375,0.700375,0.9135,0.88275,0.090625,0.123375,0.146625,0.909125,0.871125,0.8975,0.922,0.883875,0.86675,0.902125,0.91575,0.873,0.898125,0.839,0.90225,0.47525,0.8965,0.840125,0.917125,0.907625,0.915375,0.8865,0.897625,0.900375,0.920625,0.906,0.610625,0.8815,0.88125,0.875875,0.904875,0.87575,0.699,0.670375,0.236875,0.672375,0.37775,0.446125,0.130125,0.560875,0.87,0.862,0.6045,0.4685,0.2935,0.912625,0.59425,0.874875,0.805125,0.7805,0.8865,0.1865,0,0.541,0.38575,0.437875,0.21175,0.575375,0.3395,0.251875,0.1375,0.534625,0.29375,0.117125,0.112,0.425875,0.855875,0.54575,0.7475,0.2855,0.912125,0.680875,0.2645,0.255625,0.128625,0.873
"G_76",0.713875,0.8935,0.89475,0.89625,0.554625,0.84375,0.319125,0.865625,0.68175,0.852625,0.737625,0.449625,0.906375,0.833375,0.204875,0.806375,0.881875,0.568,0.60975,0.91275,0.864375,0.1175,0.123375,0.22625,0.90625,0.754,0.78075,0.910625,0.849625,0.76575,0.86525,0.916125,0.8375,0.8765,0.750625,0.876125,0.461,0.888,0.76975,0.89025,0.88825,0.91325,0.892875,0.8965,0.89625,0.926375,0.8985,0.539875,0.839625,0.892375,0.849375,0.86725,0.87775,0.57375,0.553875,0.30775,0.5915,0.383375,0.434625,0.161375,0.505,0.8255,0.761875,0.508,0.45,0.326875,0.829875,0.50625,0.747875,0.724875,0.654,0.86525,0.228375,0.459,0,0.370125,0.43375,0.246375,0.53075,0.360125,0.3085,0.136,0.514,0.31475,0.15575,0.1285,0.416375,0.80075,0.51475,0.660375,0.299125,0.895875,0.6205,0.293875,0.301375,0.119375,0.71325
"G_77",0.789125,0.890875,0.878875,0.893625,0.698,0.870625,0.466125,0.905,0.78,0.868125,0.792,0.61075,0.91675,0.846875,0.307125,0.8525,0.891,0.699625,0.71225,0.909875,0.87475,0.174875,0.136125,0.332125,0.90275,0.829875,0.848125,0.908625,0.8535,0.838,0.880125,0.924125,0.863375,0.884125,0.83825,0.895,0.5845,0.88875,0.8235,0.903375,0.900875,0.912375,0.888875,0.894375,0.91625,0.920875,0.913,0.66,0.87125,0.884375,0.851625,0.87475,0.8655,0.705,0.686875,0.461125,0.7045,0.515875,0.5655,0.19575,0.64575,0.854625,0.8285,0.646375,0.566,0.4825,0.87525,0.669625,0.813875,0.814375,0.771875,0.865375,0.30675,0.61425,0.629875,0,0.554125,0.326375,0.64675,0.479375,0.42475,0.142875,0.632875,0.43775,0.222625,0.127,0.519875,0.83425,0.63425,0.753375,0.408625,0.89975,0.715375,0.4095,0.392625,0.120375,0.814
"G_78",0.716625,0.831625,0.838625,0.85925,0.616875,0.811375,0.396,0.824375,0.705125,0.8245,0.737,0.523,0.865625,0.79025,0.243625,0.778375,0.8235,0.62825,0.657625,0.87025,0.83025,0.144875,0.05875,0.2625,0.87,0.763125,0.77425,0.8565,0.825,0.77075,0.8315,0.892625,0.805875,0.817,0.763,0.8185,0.5135,0.8345,0.751875,0.867,0.887125,0.876875,0.85125,0.830375,0.834125,0.87975,0.86275,0.596875,0.804625,0.81925,0.82725,0.830125,0.826125,0.65875,0.631625,0.416625,0.64825,0.450125,0.4785,0.12625,0.584875,0.79475,0.778375,0.58875,0.508375,0.413625,0.813875,0.593125,0.753125,0.73725,0.713625,0.811,0.240875,0.562125,0.56625,0.445875,0,0.259375,0.568,0.393375,0.340875,0.07275,0.565625,0.36525,0.14925,0.067625,0.46025,0.7905,0.571875,0.710875,0.34675,0.855375,0.668125,0.36,0.323375,0.056875,0.735375
"G_79",0.85475,0.89625,0.88025,0.88925,0.843625,0.887875,0.675375,0.917875,0.821,0.895125,0.87125,0.806625,0.90575,0.8435,0.51825,0.860125,0.88675,0.811,0.823375,0.912,0.875,0.375625,0.122625,0.556875,0.911,0.880375,0.88625,0.919375,0.879625,0.881,0.889,0.92175,0.877125,0.893625,0.88775,0.89425,0.736625,0.88425,0.857375,0.913375,0.903625,0.913375,0.86675,0.881,0.8945,0.92575,0.90075,0.798125,0.874,0.876875,0.884625,0.89225,0.863625,0.84825,0.84025,0.69,0.822125,0.710625,0.723875,0.29625,0.7845,0.849875,0.87925,0.797625,0.735375,0.679125,0.910625,0.8155,0.878125,0.850625,0.879375,0.84225,0.454625,0.78825,0.753625,0.673625,0.740625,0,0.796375,0.66825,0.619875,0.167,0.785625,0.631,0.35875,0.101625,0.701625,0.874125,0.7645,0.843375,0.5785,0.913875,0.818375,0.590125,0.557,0.14775,0.87925
"G_80",0.677875,0.875625,0.88525,0.89175,0.51775,0.84425,0.273875,0.847625,0.641125,0.847875,0.71375,0.403375,0.906625,0.808375,0.1615,0.76375,0.846375,0.5055,0.56675,0.916125,0.85725,0.109375,0.09425,0.173125,0.908,0.7375,0.753,0.907875,0.832125,0.726,0.863875,0.925875,0.806875,0.84275,0.72,0.857,0.412125,0.85325,0.725375,0.902375,0.881875,0.924625,0.87725,0.872125,0.884625,0.927875,0.892875,0.477875,0.80875,0.864625,0.85325,0.849,0.852875,0.550375,0.521,0.283375,0.601125,0.352375,0.419375,0.135625,0.452,0.79875,0.761875,0.4605,0.3715,0.2905,0.82725,0.4555,0.713875,0.670875,0.646875,0.821875,0.19375,0.424625,0.46925,0.35325,0.432,0.203625,0,0.33075,0.270125,0.12825,0.496625,0.258625,0.11475,0.092875,0.380125,0.785,0.48125,0.65675,0.283875,0.89225,0.592,0.271625,0.265875,0.095625,0.674
"G_81",0.791125,0.8935,0.864875,0.8935,0.725875,0.8565,0.4875,0.90425,0.790625,0.881625,0.812875,0.64275,0.901,0.835875,0.3085,0.840125,0.870875,0.7315,0.741,0.912,0.867625,0.19575,0.097125,0.341875,0.9095,0.8455,0.8535,0.897125,0.86775,0.842125,0.879625,0.925125,0.8585,0.864375,0.847625,0.879375,0.59975,0.872375,0.806625,0.9035,0.914875,0.916625,0.883625,0.8805,0.867125,0.917875,0.9205,0.688625,0.85,0.859875,0.868875,0.874,0.847125,0.76275,0.739375,0.5035,0.728875,0.544125,0.581875,0.181375,0.662125,0.837,0.851375,0.6885,0.598375,0.515125,0.890125,0.69775,0.83825,0.807,0.80575,0.8425,0.300875,0.6605,0.639875,0.520625,0.606625,0.33175,0.66925,0,0.428,0.119625,0.65975,0.449,0.21325,0.085625,0.566125,0.852625,0.645125,0.778375,0.41675,0.89375,0.734125,0.43875,0.390625,0.11025,0.81525
"G_82",0.828125,0.913125,0.88,0.905375,0.797875,0.881375,0.56475,0.91675,0.8295,0.895,0.859375,0.719125,0.915625,0.853875,0.369125,0.86575,0.887125,0.788375,0.80375,0.92425,0.891,0.21675,0.1155,0.405375,0.919125,0.8805,0.887625,0.916375,0.89075,0.872625,0.890875,0.93775,0.885625,0.8975,0.881125,0.904375,0.667875,0.900375,0.835375,0.9225,0.91375,0.92175,0.89025,0.883625,0.88825,0.933875,0.9185,0.757875,0.88025,0.885125,0.8915,0.892625,0.85975,0.835625,0.82225,0.5975,0.78725,0.625625,0.637625,0.205375,0.742,0.86325,0.887,0.772625,0.676625,0.589875,0.914,0.770125,0.875875,0.84475,0.8585,0.85275,0.34225,0.748125,0.6915,0.57525,0.659125,0.380125,0.729875,0.572,0,0.14325,0.70925,0.516625,0.232875,0.09875,0.631625,0.877875,0.712125,0.818875,0.469875,0.925,0.784125,0.4775,0.440125,0.13075,0.86575
"G_83",0.872625,0.886125,0.870375,0.89875,0.8745,0.881625,0.840625,0.904125,0.865625,0.907125,0.88075,0.883,0.909,0.837125,0.8345,0.8565,0.879375,0.857875,0.856375,0.905125,0.8885,0.82925,0.706875,0.8435,0.913375,0.866625,0.88975,0.90675,0.87925,0.88075,0.894625,0.931,0.86875,0.876625,0.89375,0.891625,0.8535,0.878375,0.853,0.91825,0.929375,0.91875,0.875,0.87875,0.877375,0.920625,0.915375,0.871625,0.861375,0.873,0.885,0.88075,0.85775,0.879625,0.880875,0.830625,0.87475,0.863625,0.86475,0.769875,0.850625,0.850875,0.8895,0.849,0.8365,0.84375,0.908875,0.85925,0.866875,0.866625,0.901125,0.853375,0.84175,0.8625,0.864,0.857125,0.92725,0.833,0.87175,0.880375,0.85675,0,0.902125,0.858,0.818125,0.38225,0.85325,0.89175,0.87425,0.863375,0.82775,0.92,0.877875,0.854125,0.84225,0.57,0.869875
