"","G_1","G_2","G_3","G_4","G_5","G_6","G_7","G_8","G_9","G_10","G_11","G_12","G_13","G_14","G_15","G_16","G_17","G_18","G_19","G_20","G_21","G_22","G_23","G_24","G_25","G_26","G_27","G_28","G_29","G_30","G_31","G_32","G_33","G_34","G_35","G_36","G_37","G_38","G_39","G_40","G_41","G_42","G_43","G_44","G_45","G_46","G_47","G_48","G_49","G_50","G_51","G_52","G_53","G_54","G_56","G_57","G_58","G_59","G_60","G_61","G_62","G_63","G_64","G_65","G_66","G_67","G_68","G_69","G_70","G_71","G_72","G_73","G_74","G_75","G_76","G_77","G_78","G_79","G_80","G_81","G_82","G_83","G_84","G_85","G_86","G_87","G_88","G_89","G_90","G_91","G_92","G_93","G_94","G_95","G_96","G_97","G_98"
"G_27",0.4535,0.866625,0.87225,0.8875,0.1495,0.772625,0.0855,0.79125,0.350125,0.78575,0.55125,0.13125,0.903875,0.7615,0.077125,0.61525,0.829375,0.12675,0.307375,0.915125,0.841125,0.081375,0.079625,0.11125,0.915875,0.48975,0,0.90125,0.82325,0.50125,0.785,0.917625,0.71675,0.821375,0.47925,0.813,0.145125,0.879,0.54925,0.887,0.860375,0.909375,0.867875,0.88325,0.865875,0.927875,0.900375,0.174875,0.732875,0.859,0.825,0.82425,0.828875,0.191125,0.150875,0.077875,0.33875,0.13975,0.19925,0.091375,0.104125,0.70625,0.54075,0.128125,0.11575,0.0885,0.69475,0.1155,0.425625,0.438375,0.344625,0.81675,0.12075,0.1025,0.21925,0.151875,0.22575,0.11375,0.247,0.1465,0.112375,0.11025,0.259,0.111,0.080625,0.0885,0.174,0.679875,0.23875,0.450375,0.11075,0.889625,0.34175,0.122,0.103625,0.104125,0.314875
"G_28",0.159375,0.644875,0.7995,0.70775,0.0715,0.33575,0.0715,0.16625,0.099125,0.399875,0.25025,0.089625,0.84675,0.29525,0.072,0.110125,0.53275,0.07575,0.085,0.754,0.47625,0.05875,0.067125,0.071375,0.567375,0.0905,0.09875,0,0.172,0.138125,0.2085,0.8785,0.351875,0.455,0.152375,0.51025,0.075875,0.749,0.172625,0.705,0.248875,0.873875,0.63275,0.721625,0.824875,0.71375,0.36225,0.081875,0.22775,0.78875,0.3655,0.238625,0.71,0.103875,0.092625,0.062125,0.1165,0.08175,0.090625,0.071125,0.077125,0.209875,0.123625,0.0545,0.05125,0.058625,0.134625,0.079,0.095125,0.139,0.11425,0.50825,0.092375,0.078,0.089375,0.091375,0.1435,0.080625,0.092125,0.102875,0.083625,0.09325,0.118875,0.079875,0.062875,0.071,0.074,0.303,0.1065,0.149875,0.057375,0.782875,0.122125,0.08575,0.084625,0.058,0.092875
"G_29",0.291875,0.789,0.8635,0.87,0.1245,0.590375,0.10675,0.387875,0.184125,0.61975,0.38225,0.133375,0.8965,0.564125,0.11675,0.2865,0.726625,0.107125,0.178875,0.87775,0.702625,0.104625,0.106,0.118375,0.858375,0.179375,0.17675,0.828,0,0.2515,0.4905,0.92575,0.544625,0.679125,0.257375,0.6855,0.123875,0.83875,0.3265,0.866375,0.575,0.916875,0.843625,0.851875,0.886,0.894125,0.745,0.112125,0.47475,0.856,0.6425,0.560625,0.82175,0.138625,0.125375,0.091875,0.212875,0.128625,0.147875,0.115125,0.103375,0.466625,0.275125,0.091875,0.103375,0.1055,0.30125,0.113375,0.166875,0.26175,0.179625,0.727375,0.11875,0.116125,0.150375,0.1465,0.175,0.120375,0.167875,0.13225,0.10925,0.12075,0.179875,0.10325,0.1045,0.098625,0.1255,0.4785,0.15875,0.286375,0.086625,0.866125,0.227625,0.124375,0.1195,0.097875,0.14275
"G_30",0.463125,0.83625,0.871375,0.85775,0.1945,0.743,0.096375,0.715,0.364,0.751625,0.532625,0.1555,0.885,0.71375,0.0635,0.597625,0.793125,0.176625,0.3215,0.88625,0.801625,0.06675,0.062625,0.09675,0.877375,0.4765,0.49875,0.861875,0.7485,0,0.735875,0.906875,0.682125,0.7925,0.475,0.78125,0.177375,0.850125,0.534375,0.872375,0.78775,0.899125,0.830125,0.857875,0.881375,0.915125,0.8425,0.202,0.68925,0.850875,0.781,0.76475,0.8355,0.239875,0.197375,0.082125,0.342,0.15825,0.209,0.097,0.1465,0.667375,0.514875,0.1735,0.151625,0.088625,0.63125,0.15025,0.442125,0.43525,0.35525,0.79,0.1115,0.13325,0.23425,0.162,0.22925,0.119,0.274,0.157875,0.127375,0.11925,0.260375,0.11375,0.0735,0.0805,0.183375,0.64975,0.26175,0.4415,0.11775,0.867875,0.343375,0.114125,0.12525,0.098125,0.354125
"G_31",0.292,0.77,0.8475,0.826375,0.092625,0.57025,0.092125,0.4255,0.18725,0.611375,0.370125,0.111,0.87825,0.54975,0.076875,0.321375,0.703875,0.093,0.16275,0.85625,0.687625,0.0715,0.07475,0.09175,0.821875,0.20125,0.215,0.7915,0.5095,0.264125,0,0.89625,0.54225,0.6685,0.271625,0.676125,0.101125,0.82725,0.3195,0.83025,0.589,0.899,0.81,0.835375,0.861,0.873,0.709,0.10225,0.4805,0.8495,0.6375,0.5645,0.792125,0.12525,0.104625,0.07725,0.199,0.112,0.137125,0.086,0.086625,0.459375,0.282,0.0745,0.067,0.08075,0.33075,0.084,0.172875,0.25725,0.177375,0.6995,0.102625,0.097875,0.13475,0.119875,0.1685,0.111,0.136125,0.120375,0.109125,0.105375,0.168375,0.085875,0.071,0.091,0.1155,0.483,0.164,0.279875,0.087625,0.84575,0.216,0.112125,0.109625,0.065,0.129125
"G_32",0.096,0.208125,0.28375,0.216125,0.0695,0.100625,0.054875,0.101875,0.072625,0.1135,0.09375,0.079,0.329125,0.0555,0.070125,0.06025,0.171125,0.066,0.067375,0.264,0.121125,0.053375,0.06175,0.062625,0.137625,0.068625,0.082375,0.1215,0.07425,0.093125,0.10375,0,0.1055,0.12375,0.088625,0.178375,0.0695,0.313875,0.083875,0.2455,0.133875,0.631,0.11275,0.187125,0.400625,0.1555,0.09925,0.05775,0.0815,0.51625,0.07875,0.095,0.338625,0.083,0.079125,0.055375,0.079125,0.073375,0.08175,0.062,0.077375,0.0595,0.076375,0.04825,0.0475,0.05375,0.106125,0.059375,0.073,0.08175,0.095125,0.120625,0.080875,0.08425,0.083875,0.075875,0.107375,0.07825,0.074125,0.074875,0.06225,0.069,0.100125,0.055125,0.047125,0.049875,0.049375,0.096875,0.084,0.0835,0.046125,0.455875,0.09125,0.072375,0.07425,0.0495,0.0835
"G_33",0.291625,0.713625,0.807625,0.7625,0.157625,0.51175,0.095,0.43675,0.216625,0.56225,0.36525,0.156125,0.85975,0.466375,0.09625,0.326875,0.653125,0.131,0.2015,0.78425,0.61525,0.093,0.094,0.10325,0.707125,0.26025,0.28325,0.648125,0.455375,0.317875,0.45775,0.8945,0,0.60575,0.311375,0.624875,0.138625,0.7755,0.32575,0.7555,0.51275,0.894625,0.69725,0.757,0.8255,0.75525,0.59225,0.153375,0.428,0.80275,0.54925,0.5125,0.73675,0.1665,0.16325,0.091625,0.215875,0.128625,0.169875,0.093375,0.11125,0.424125,0.316625,0.120625,0.097125,0.109875,0.3675,0.1265,0.235375,0.281125,0.245875,0.62275,0.122625,0.127,0.1625,0.136625,0.194125,0.122875,0.193125,0.1415,0.114375,0.13125,0.2105,0.105375,0.085125,0.09725,0.13475,0.476625,0.175625,0.29625,0.09875,0.82725,0.230125,0.1215,0.10775,0.107,0.2115
"G_34",0.223625,0.666125,0.779875,0.686875,0.12725,0.414375,0.083125,0.308125,0.145375,0.48125,0.311375,0.14025,0.82625,0.36175,0.075875,0.206875,0.5615,0.106875,0.14825,0.741125,0.53675,0.076,0.07425,0.0895,0.5825,0.18625,0.178625,0.545,0.320875,0.2075,0.3315,0.87625,0.39425,0,0.224,0.551375,0.1075,0.758125,0.221375,0.69625,0.36875,0.881875,0.606125,0.707,0.801875,0.697375,0.47925,0.125125,0.31925,0.787,0.43475,0.368375,0.685875,0.14225,0.133375,0.07825,0.1765,0.1155,0.132875,0.095625,0.081375,0.3115,0.222375,0.106,0.078125,0.0855,0.255,0.108,0.159375,0.200625,0.182125,0.538375,0.102125,0.101875,0.1235,0.115875,0.183,0.106375,0.15725,0.135625,0.1025,0.123375,0.1725,0.1015,0.080875,0.085625,0.12275,0.377875,0.146625,0.217375,0.083,0.803,0.16925,0.102875,0.096125,0.10975,0.145375
"G_35",0.466625,0.82575,0.8405,0.861875,0.24425,0.717875,0.090875,0.704875,0.39975,0.743625,0.55825,0.159,0.878625,0.712,0.06,0.594875,0.78175,0.22225,0.349875,0.873875,0.776,0.051875,0.063,0.064875,0.870125,0.5005,0.52075,0.847625,0.742625,0.525,0.728375,0.911375,0.688625,0.776,0,0.769625,0.191625,0.836125,0.549,0.8645,0.785375,0.889125,0.82625,0.83575,0.84,0.885,0.83825,0.22125,0.67525,0.826125,0.775375,0.767875,0.816625,0.261625,0.232625,0.08575,0.347625,0.16525,0.20175,0.06725,0.172375,0.6585,0.53925,0.177375,0.156375,0.093875,0.657875,0.16325,0.469875,0.46125,0.395625,0.770625,0.10225,0.161,0.249375,0.16175,0.237,0.11225,0.28,0.152375,0.118875,0.10625,0.266375,0.105,0.056125,0.063625,0.18225,0.6605,0.2675,0.468125,0.1105,0.8635,0.359625,0.122375,0.121875,0.081625,0.401875
"G_36",0.2275,0.587625,0.717,0.616875,0.116125,0.40325,0.079125,0.3,0.153375,0.415875,0.2715,0.112375,0.738,0.33725,0.07275,0.212375,0.48875,0.108625,0.1385,0.677625,0.48175,0.071625,0.067,0.084875,0.524375,0.184875,0.187,0.48975,0.3145,0.21875,0.323875,0.821625,0.375125,0.448625,0.230375,0,0.09425,0.673625,0.22925,0.619625,0.36425,0.842,0.527875,0.61975,0.72975,0.615375,0.443,0.121,0.30525,0.74725,0.404,0.34125,0.641,0.135625,0.115,0.070125,0.176,0.11175,0.142625,0.08725,0.088375,0.288,0.229375,0.088875,0.07125,0.07475,0.269875,0.084875,0.177125,0.201375,0.184,0.472375,0.095875,0.09775,0.123875,0.105,0.1815,0.10575,0.143,0.120625,0.095625,0.108375,0.1675,0.07975,0.068625,0.081,0.11025,0.34225,0.1605,0.215375,0.078375,0.7385,0.169625,0.093625,0.10475,0.0945,0.149625
"G_37",0.764125,0.90125,0.902375,0.908,0.627,0.8755,0.34,0.909875,0.7315,0.88375,0.782875,0.507875,0.90925,0.856875,0.194375,0.845375,0.898125,0.6195,0.6755,0.9245,0.890375,0.124875,0.11275,0.240625,0.921875,0.82325,0.854875,0.924125,0.876125,0.822625,0.898875,0.9305,0.861375,0.8925,0.808375,0.90575,0,0.89325,0.79225,0.907375,0.917625,0.931375,0.906125,0.909125,0.903125,0.94325,0.92525,0.60175,0.86775,0.8955,0.8755,0.895875,0.88325,0.66075,0.6365,0.3475,0.668125,0.431625,0.504875,0.162625,0.55225,0.866875,0.8295,0.587625,0.4875,0.36775,0.881,0.577875,0.82175,0.7725,0.739625,0.87425,0.227875,0.52475,0.539,0.4155,0.4865,0.263375,0.587875,0.40025,0.332125,0.1465,0.574125,0.34775,0.13925,0.117,0.460125,0.847375,0.569875,0.724,0.325875,0.90425,0.659,0.326875,0.32175,0.1215,0.783625
"G_38",0.1445,0.397625,0.502375,0.399375,0.128125,0.214875,0.09725,0.175,0.10525,0.261375,0.204875,0.13775,0.577,0.1525,0.090125,0.11775,0.305875,0.104125,0.115375,0.471,0.26825,0.082375,0.09025,0.09525,0.283875,0.12525,0.121,0.251,0.16125,0.149875,0.17275,0.686125,0.2245,0.241875,0.163875,0.326375,0.10675,0,0.12475,0.4065,0.197625,0.751125,0.295375,0.393875,0.57025,0.344,0.215625,0.09975,0.145375,0.641375,0.207125,0.189125,0.483375,0.11725,0.131625,0.091625,0.13325,0.12375,0.127875,0.0925,0.097,0.13575,0.14775,0.082625,0.07975,0.09875,0.162625,0.11075,0.124125,0.1295,0.14125,0.25,0.106875,0.1035,0.112,0.11125,0.1655,0.11575,0.14675,0.127625,0.099625,0.121625,0.155,0.09625,0.0845,0.098125,0.104875,0.22725,0.132375,0.1595,0.075,0.622625,0.117125,0.1105,0.1065,0.114875,0.135875
"G_39",0.45325,0.840875,0.878125,0.857875,0.2075,0.71275,0.131625,0.657,0.34875,0.7205,0.516,0.18025,0.91075,0.69325,0.112125,0.55425,0.79,0.20725,0.316625,0.890875,0.78475,0.096375,0.107125,0.145375,0.857125,0.455875,0.45075,0.827375,0.6735,0.465625,0.6805,0.916125,0.67425,0.778625,0.451,0.77075,0.20775,0.87525,0,0.85875,0.7275,0.915625,0.851875,0.8765,0.90825,0.905,0.803,0.235125,0.65775,0.886875,0.74425,0.7095,0.846125,0.23825,0.22075,0.10125,0.332375,0.18475,0.233125,0.129,0.160125,0.6365,0.488125,0.190625,0.166125,0.134625,0.565375,0.18975,0.414625,0.429125,0.347625,0.791375,0.15125,0.159875,0.23025,0.1765,0.248125,0.142625,0.274625,0.193375,0.164625,0.147,0.271625,0.149375,0.105625,0.1225,0.2195,0.6195,0.271875,0.418,0.15425,0.87975,0.32425,0.129,0.166375,0.12625,0.338375
"G_40",0.141625,0.453125,0.6165,0.49875,0.09025,0.249125,0.07825,0.14725,0.094625,0.267625,0.174875,0.105625,0.66725,0.19,0.0775,0.10875,0.384375,0.079875,0.07725,0.562875,0.338,0.07125,0.081625,0.08175,0.34925,0.105625,0.113,0.295,0.133625,0.127625,0.16975,0.7545,0.2445,0.30375,0.1355,0.380375,0.092625,0.5935,0.14125,0,0.212125,0.80275,0.3785,0.497875,0.684625,0.4465,0.2355,0.080875,0.170625,0.69375,0.231125,0.167125,0.563125,0.108875,0.079375,0.07675,0.118375,0.085625,0.108875,0.073375,0.077375,0.16275,0.128375,0.062875,0.06125,0.08,0.140125,0.09,0.098125,0.12625,0.1015,0.343375,0.107625,0.082875,0.10975,0.096625,0.133,0.086625,0.097625,0.0965,0.0775,0.08175,0.124875,0.08325,0.061625,0.076875,0.06825,0.213875,0.102625,0.136125,0.0705,0.654625,0.1185,0.088,0.089625,0.065375,0.097625
"G_41",0.24925,0.7475,0.820625,0.798875,0.0805,0.512625,0.07675,0.329625,0.147,0.558875,0.336625,0.095125,0.838,0.4975,0.067,0.2575,0.670125,0.080125,0.117625,0.83675,0.646125,0.061375,0.059,0.0795,0.78875,0.134625,0.139625,0.751125,0.425,0.21225,0.411,0.866125,0.48725,0.63125,0.214625,0.63575,0.082375,0.802375,0.2725,0.787875,0,0.85575,0.772375,0.8085,0.84225,0.848375,0.667375,0.078875,0.420375,0.821,0.56925,0.48725,0.786625,0.08825,0.074,0.0695,0.145125,0.091375,0.105375,0.07325,0.0765,0.400125,0.20075,0.0585,0.06925,0.072375,0.235125,0.08025,0.11775,0.226375,0.12975,0.678,0.086875,0.092375,0.11175,0.099125,0.112875,0.096375,0.118125,0.085125,0.08625,0.070625,0.13325,0.07275,0.068625,0.078,0.08725,0.425875,0.13375,0.219,0.064875,0.805875,0.182,0.090125,0.08825,0.05975,0.097875
"G_42",0.096,0.18425,0.204625,0.18425,0.082625,0.102875,0.07925,0.10425,0.094,0.122875,0.084375,0.098375,0.271375,0.076,0.076375,0.0765,0.152125,0.0745,0.071375,0.218,0.128375,0.060875,0.066,0.0725,0.1395,0.086125,0.090625,0.126125,0.083125,0.100875,0.101,0.369,0.105375,0.118125,0.110875,0.158,0.068625,0.248875,0.084375,0.19725,0.14425,0,0.137375,0.172875,0.29275,0.157125,0.121125,0.0745,0.098125,0.4245,0.0825,0.10625,0.271125,0.08075,0.083875,0.064625,0.078125,0.079375,0.10125,0.07125,0.07475,0.07525,0.079,0.0605,0.06025,0.07775,0.10075,0.067125,0.085,0.10125,0.09975,0.11175,0.08775,0.084625,0.08675,0.087625,0.123125,0.086625,0.075375,0.083375,0.07825,0.08125,0.098125,0.075625,0.06375,0.07525,0.067875,0.120375,0.09625,0.0735,0.065125,0.37775,0.092125,0.091,0.0905,0.046875,0.089
"G_43",0.1635,0.5865,0.7795,0.631125,0.123875,0.304125,0.09875,0.16275,0.123125,0.3535,0.21675,0.133,0.832375,0.2305,0.089625,0.127125,0.475875,0.094625,0.107375,0.687125,0.412,0.082875,0.0895,0.09,0.444625,0.12575,0.132125,0.36725,0.156375,0.169875,0.19,0.88725,0.30275,0.393875,0.17375,0.472125,0.093875,0.704625,0.148125,0.6215,0.227625,0.862625,0,0.640875,0.796875,0.584375,0.271375,0.103625,0.20675,0.766625,0.298875,0.2205,0.661625,0.120375,0.12075,0.077375,0.120625,0.111375,0.13825,0.0875,0.102125,0.17,0.147,0.09775,0.085875,0.08925,0.14675,0.10925,0.10975,0.135125,0.14625,0.435875,0.11425,0.1135,0.107125,0.111125,0.14875,0.13325,0.12275,0.116375,0.10975,0.125,0.146875,0.112,0.07725,0.098,0.104,0.290125,0.12725,0.151625,0.0775,0.758875,0.12725,0.11425,0.0945,0.091,0.12075
"G_44",0.140625,0.478125,0.62325,0.49125,0.113125,0.23675,0.097125,0.17125,0.1035,0.281375,0.2045,0.133125,0.707125,0.176,0.076625,0.115,0.360625,0.094625,0.100875,0.566875,0.31375,0.079,0.073875,0.09975,0.331875,0.114,0.11675,0.278375,0.148125,0.142125,0.164625,0.812875,0.243,0.293,0.16425,0.38025,0.090875,0.606125,0.1235,0.502125,0.1915,0.827125,0.359125,0,0.700625,0.442125,0.2215,0.09425,0.153125,0.713,0.235875,0.17875,0.5665,0.126375,0.13025,0.0885,0.1175,0.115625,0.1125,0.0935,0.084125,0.135125,0.14,0.07025,0.07775,0.08775,0.151,0.097375,0.1135,0.117625,0.14675,0.3,0.100625,0.102375,0.1035,0.105625,0.169625,0.119,0.127875,0.1195,0.116375,0.12125,0.14025,0.0945,0.07625,0.105125,0.104125,0.248375,0.1215,0.1535,0.0705,0.693875,0.124625,0.110375,0.101375,0.090875,0.125875
"G_45",0.13775,0.3165,0.398125,0.294,0.118875,0.16175,0.085875,0.154375,0.1005,0.191125,0.15175,0.127,0.46375,0.114125,0.08225,0.100625,0.235125,0.093875,0.11675,0.365,0.2045,0.068375,0.094125,0.09625,0.173375,0.135875,0.134125,0.175125,0.114,0.118625,0.139,0.599375,0.1745,0.198125,0.16,0.27025,0.096875,0.42975,0.09175,0.315375,0.15775,0.70725,0.203125,0.299375,0,0.234625,0.171125,0.109375,0.12425,0.604125,0.144875,0.129875,0.393625,0.118625,0.126,0.061875,0.1205,0.1215,0.144,0.097125,0.081875,0.11525,0.133,0.105125,0.078875,0.08025,0.15075,0.101125,0.122625,0.12125,0.1455,0.1885,0.112875,0.099625,0.10375,0.08375,0.165875,0.1055,0.115375,0.132875,0.11175,0.122625,0.147875,0.096875,0.068125,0.077875,0.109,0.17025,0.1285,0.118625,0.08675,0.55725,0.0975,0.0895,0.099,0.092875,0.107875
"G_46",0.106625,0.508625,0.726375,0.56075,0.06725,0.22975,0.064375,0.101625,0.07875,0.282875,0.173625,0.082625,0.78175,0.173625,0.063625,0.070375,0.39025,0.058,0.07625,0.6145,0.328875,0.054625,0.056125,0.059625,0.32425,0.078875,0.072125,0.28625,0.105875,0.084875,0.127,0.8445,0.24475,0.302625,0.115,0.384625,0.05675,0.656,0.095,0.5535,0.151625,0.842875,0.415625,0.557875,0.765375,0,0.185125,0.04825,0.14275,0.726375,0.241375,0.13875,0.621625,0.095625,0.08525,0.046875,0.091125,0.087625,0.07625,0.0615,0.070625,0.110625,0.089125,0.043,0.05375,0.05425,0.11975,0.060375,0.0775,0.09775,0.11,0.349625,0.069,0.079375,0.073625,0.079125,0.12025,0.07425,0.072125,0.082125,0.066125,0.079375,0.09825,0.055125,0.035875,0.062125,0.0615,0.216125,0.085375,0.1285,0.05075,0.703625,0.09575,0.079375,0.0725,0.04625,0.076625
"G_47",0.180625,0.68625,0.836125,0.789875,0.08475,0.4215,0.078,0.191,0.103875,0.47675,0.272125,0.096875,0.866375,0.36725,0.07475,0.137,0.5875,0.08,0.10525,0.80725,0.565,0.07625,0.062625,0.074875,0.7155,0.093,0.099625,0.63775,0.255,0.1575,0.291,0.90075,0.40775,0.52075,0.16175,0.557,0.07475,0.784375,0.197,0.7645,0.332625,0.878875,0.728625,0.7785,0.828875,0.814875,0,0.081,0.29475,0.7975,0.468,0.33525,0.740875,0.092,0.091,0.0725,0.135625,0.08475,0.101375,0.073375,0.071625,0.28,0.154,0.057375,0.06025,0.077375,0.157375,0.075,0.088,0.1705,0.135125,0.582625,0.081,0.094,0.1015,0.087,0.13725,0.09925,0.107125,0.0795,0.0815,0.084625,0.1285,0.075,0.061125,0.082875,0.087875,0.377875,0.117,0.200875,0.066625,0.8075,0.146625,0.08725,0.0835,0.06625,0.09
"G_48",0.714,0.90475,0.883375,0.899875,0.525375,0.869625,0.212125,0.91225,0.693,0.88525,0.761125,0.3705,0.92025,0.84325,0.117,0.82925,0.883,0.52925,0.6145,0.935125,0.90025,0.101,0.099,0.14575,0.927125,0.81175,0.825125,0.918125,0.887875,0.798,0.89775,0.94225,0.846625,0.874875,0.77875,0.879,0.39825,0.90025,0.764875,0.919125,0.921125,0.9255,0.896375,0.90575,0.890625,0.95175,0.919,0,0.8485,0.874875,0.8845,0.9035,0.85275,0.572,0.538,0.231125,0.606875,0.333375,0.39825,0.125125,0.411625,0.847375,0.814125,0.46575,0.384,0.256875,0.880375,0.45675,0.789125,0.715375,0.68425,0.841625,0.168875,0.389375,0.460125,0.34,0.403125,0.201875,0.522125,0.311375,0.242125,0.128375,0.495625,0.24525,0.108875,0.0985,0.385875,0.83275,0.4905,0.700375,0.250125,0.9095,0.6195,0.255875,0.227875,0.126,0.748875
"G_49",0.3175,0.801125,0.860375,0.83275,0.140125,0.5895,0.0895,0.4655,0.20975,0.62875,0.41625,0.139,0.897875,0.5785,0.092,0.355875,0.716,0.1275,0.21375,0.86325,0.689625,0.083375,0.098375,0.113125,0.79825,0.270625,0.267125,0.77225,0.52525,0.31075,0.5195,0.9185,0.572,0.68075,0.32475,0.69475,0.13225,0.854625,0.34225,0.829375,0.579625,0.901875,0.79325,0.846875,0.87575,0.85725,0.70525,0.1515,0,0.854125,0.628875,0.572625,0.7915,0.149125,0.14475,0.080875,0.23575,0.145125,0.1725,0.114,0.108625,0.48025,0.33,0.1255,0.115625,0.090375,0.387375,0.126125,0.22825,0.301375,0.225875,0.707375,0.114625,0.1185,0.160375,0.12875,0.195375,0.126,0.19125,0.15,0.11975,0.138625,0.200875,0.125,0.091625,0.09475,0.146375,0.50775,0.194,0.312375,0.082375,0.865,0.219625,0.10225,0.117625,0.1095,0.193125
"G_50",0.131875,0.296625,0.325375,0.273625,0.12225,0.173125,0.089875,0.187125,0.112125,0.20475,0.172875,0.141875,0.382875,0.136625,0.09,0.1245,0.244625,0.118625,0.131625,0.336,0.2105,0.084875,0.10475,0.117875,0.227375,0.133125,0.141,0.21125,0.144,0.149125,0.1505,0.48375,0.19725,0.213,0.173875,0.25275,0.1045,0.358625,0.113125,0.30625,0.179,0.5755,0.233375,0.287,0.395875,0.273625,0.2025,0.125125,0.145875,0,0.1755,0.16225,0.339125,0.13775,0.13975,0.076625,0.139875,0.136875,0.13875,0.1165,0.084125,0.141875,0.143125,0.11175,0.096625,0.0985,0.17,0.120125,0.133875,0.1375,0.15225,0.2025,0.114625,0.11875,0.107625,0.115625,0.18075,0.123125,0.135375,0.140125,0.114875,0.127,0.158625,0.125625,0.093875,0.095125,0.1235,0.195875,0.1325,0.139375,0.074,0.473375,0.12425,0.104,0.092,0.112125,0.1415
"G_51",0.235625,0.7165,0.8195,0.762,0.123625,0.46375,0.105625,0.30175,0.171,0.503625,0.3125,0.137125,0.879125,0.413375,0.105625,0.231,0.619125,0.107,0.164875,0.79375,0.581125,0.102625,0.092375,0.11725,0.683625,0.175,0.175,0.6345,0.3575,0.219,0.3625,0.92125,0.45075,0.56525,0.224625,0.596,0.1245,0.792875,0.25575,0.768875,0.43075,0.9175,0.701125,0.764125,0.855125,0.758625,0.532,0.1155,0.371125,0.8245,0,0.402125,0.76225,0.13875,0.129875,0.088625,0.168625,0.12425,0.140125,0.098,0.10825,0.329125,0.225375,0.0965,0.089125,0.1115,0.26225,0.111,0.15525,0.220625,0.180875,0.6035,0.128875,0.124125,0.150625,0.148375,0.17275,0.115375,0.14675,0.131125,0.1085,0.115,0.179875,0.11375,0.09725,0.111,0.1105,0.405,0.14775,0.2565,0.093125,0.832625,0.197625,0.13025,0.108625,0.093375,0.145125
"G_52",0.27175,0.76025,0.854625,0.828375,0.123625,0.540875,0.099875,0.348875,0.167375,0.572125,0.356125,0.121375,0.89275,0.49725,0.09025,0.257625,0.686625,0.088375,0.145625,0.85325,0.6535,0.08125,0.089375,0.093,0.8075,0.16725,0.17575,0.761375,0.439375,0.23525,0.4355,0.905,0.4875,0.631625,0.232125,0.65875,0.104125,0.810875,0.2905,0.832875,0.51275,0.89375,0.7795,0.82125,0.870125,0.86125,0.66475,0.0965,0.427375,0.83775,0.597875,0,0.790625,0.124625,0.126375,0.08425,0.186375,0.1145,0.139875,0.092875,0.096,0.39725,0.249625,0.08175,0.08125,0.09625,0.275375,0.092,0.14275,0.237625,0.170125,0.683125,0.111125,0.095125,0.13275,0.12525,0.169875,0.10775,0.151,0.126,0.107375,0.11925,0.157125,0.10175,0.081125,0.089,0.111875,0.451375,0.143,0.260875,0.081125,0.853875,0.193125,0.11525,0.112375,0.092625,0.133125
"G_53",0.163375,0.413875,0.4935,0.40775,0.131625,0.235625,0.1135,0.19025,0.133375,0.29,0.213125,0.150375,0.56425,0.203625,0.10925,0.1625,0.3445,0.114875,0.144625,0.461125,0.307,0.098625,0.112375,0.13975,0.298375,0.162625,0.171125,0.29,0.17825,0.1645,0.207875,0.661375,0.26325,0.314125,0.183375,0.359,0.11675,0.516625,0.153875,0.436875,0.213375,0.728875,0.338375,0.4335,0.606375,0.378375,0.259125,0.14725,0.2085,0.660875,0.23775,0.209375,0,0.141875,0.149625,0.078125,0.1465,0.153,0.150375,0.128875,0.114625,0.181,0.169875,0.1315,0.102625,0.114625,0.185875,0.11975,0.161,0.168125,0.161,0.31475,0.140625,0.12425,0.12225,0.1345,0.173875,0.136375,0.147125,0.152875,0.14025,0.14225,0.17025,0.128875,0.0915,0.112375,0.1425,0.246,0.151125,0.153875,0.110875,0.620875,0.14025,0.11175,0.13025,0.116375,0.134125
"G_54",0.669875,0.876125,0.854625,0.89,0.437625,0.852625,0.131375,0.897125,0.65625,0.858,0.716125,0.2695,0.89575,0.83175,0.098625,0.8215,0.861125,0.443,0.56575,0.901,0.85625,0.092375,0.095125,0.110625,0.910125,0.784125,0.808875,0.896125,0.861375,0.760125,0.87475,0.917,0.8335,0.85775,0.738375,0.864375,0.33925,0.88275,0.76175,0.891125,0.91175,0.91925,0.879625,0.873625,0.881375,0.904375,0.908,0.428,0.850875,0.86225,0.86125,0.875375,0.858125,0,0.448625,0.1405,0.546625,0.25475,0.334125,0.10525,0.335,0.82825,0.7755,0.382,0.29775,0.1815,0.890625,0.35875,0.77825,0.698,0.63175,0.845875,0.141625,0.301,0.42625,0.295,0.34125,0.15175,0.449625,0.23725,0.164375,0.120375,0.4175,0.182625,0.0995,0.091875,0.298375,0.808,0.41325,0.665,0.19525,0.894375,0.57775,0.202,0.185875,0.099125,0.736125
